"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","GWAL_1","GWAL_2","GWAL_3","GWAL_4","GWAL_5","GWAL_6","Gewinnen","Naturgesetze","Realitaet","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","GWAL","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","hits5","hits10","hits15","hits20"
1426,0,"pd2rxwweu7tt6160",6,"2024-03-22T20:24:15Z","unlucky",1,4,3,1,0,1,1,1,4,3,0,0,4,1,1,1,0,0,0,0,0,2,1,4,1,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,1.166666666666667,1.166666666666667,0.333333333333333,"Ja",NA,1293.8,48646,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,15,31,64,10,40,18,17,86,32,60,54,22,0,78,61,28,4,32,99,28,3,3,2,4
1427,0,"24femjbftcqpsjrl",6,"2024-03-22T20:24:54Z","unlucky",4,4,2,4,1,1,3,2,4,3,3,3,4,2,3,2,0,1,1,2,3,3,3,2,4,27,"female","Abgeschlossene Berufsausbildung","Student/in",11,3.333333333333333,2,1.666666666666667,"Ja",NA,2442.25,99012,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,85,50,6,3,30,27,68,29,10,45,56,21,18,8,16,99,68,47,60,21,3,3,4,1
1428,0,"c181x90qrsfls0zv",6,"2024-03-22T20:25:51Z","lucky",3,0,4,1,0,4,3,3,1,3,3,4,4,4,4,4,1,2,1,4,1,3,3,5,3,62,"male","Abgeschlossene Berufsausbildung","Rentner/in",11,3,3.666666666666667,2,"Ja","Die Fragen waren zum Teil verwirrend und ich musste sie mehrmals lesen um, meines Erachtens, richtig zu beantworten.",2484.8,579494,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,45,97,91,54,79,88,7,64,39,57,77,37,26,16,4,12,31,76,73,90,2,3,4,2
1429,0,"zkv7oelm74wzj44h",6,"2024-03-22T20:28:25Z","lucky",4,1,2,1,2,3,2,2,2,2,2,3,1,2,1,3,0,0,1,0,0,0,5,5,4,30,"male","Fach- oder Hochschulabschluss","Berufstätig",15,2.166666666666667,2.333333333333333,0.166666666666667,"Ja",NA,1504.2,75437,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,77,43,13,90,35,39,3,43,2,30,21,36,37,67,26,1,17,81,60,41,3,5,4,3
1430,0,"akxyqqu7jrkd2upe",6,"2024-03-22T20:29:03Z","unlucky",3,2,0,2,2,3,2,1,3,3,2,4,3,1,4,2,1,1,2,2,0,2,3,5,2,79,"male","Abgeschlossene Berufsausbildung","Rentner/in",10,3,1.5,1.333333333333333,"Ja",NA,2653.35,218927,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,71,71,8,68,49,71,24,20,29,51,31,92,41,28,13,78,31,33,12,40,1,3,3,3
1431,0,"0np3fofk7yqxavtz",6,"2024-03-22T20:34:56Z","lucky",2,3,2,2,1,3,3,2,4,3,2,4,4,2,1,2,0,0,1,1,2,1,2,5,3,24,"female","Fach- oder Hochschulabschluss","Student/in",12,2.5,2.166666666666667,0.833333333333333,"Ja","Es waren recht abstrakte, subjektive, recht frei interpretierbare Fragen. Insgesamt fand ich den Aufbau der Studie überraschend, im Vergleich zu anderen Studien an denen ich teilgenommen habe (oft Wiederholung der gleichen Fragen vor und nach eines Tests/Spiels)",1900.95,78465,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,53,82,35,39,73,31,52,59,45,61,54,60,46,81,47,94,31,81,60,4,4,2,2
1432,0,"4o4ueayeksmkoc5r",6,"2024-03-22T20:37:09Z","lucky",3,4,2,3,1,2,3,1,4,1,1,3,4,1,2,1,0,0,1,0,1,0,2,4,5,22,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",14,2.5,1.333333333333333,0.333333333333333,"Ja",NA,2997.2,156116,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,24,17,77,4,52,35,4,57,77,66,45,12,74,52,16,33,88,77,30,41,4,3,4,3
1433,0,"t6d373wh82aqfyay",6,"2024-03-22T20:57:04Z","unlucky",0,3,2,0,0,4,0,2,4,0,2,2,4,4,3,2,1,2,1,0,2,2,1,5,5,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",10,0.833333333333333,2.666666666666667,1.333333333333333,"Ja","Bei einigen Fragen war die Mitte auswählbar, was eine Entscheidung erschwert hat.",1442.85,74670,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,95,3,20,9,98,43,97,4,39,27,31,78,29,92,71,0,48,92,19,92,3,3,2,2
1434,0,"8qmpaxbdvm6vlfsl",6,"2024-03-22T20:57:25Z","unlucky",3,3,3,4,0,4,4,3,1,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,5,63,"female","Abgeschlossene Berufsausbildung","Berufstätig",10,3.333333333333333,3.166666666666667,3.5,"Ja","Farbe war nicht zu erkennen⅚",2420.75,170354,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,98,87,85,6,34,9,22,23,15,63,40,99,16,85,24,60,14,95,85,3,2,4,2,2
1435,0,"d6ny24t8zxvtjrjw",6,"2024-03-22T21:08:27Z","unlucky",3,4,3,3,1,3,1,3,4,1,4,1,3,3,1,3,1,2,3,2,3,1,1,5,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.666666666666667,3.166666666666667,2,"Ja","Vielleicht kann man beim münzwurf die Animation weglassen, dann geht es schneller ",1568.65,124153,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,45,72,36,30,12,60,22,13,35,55,6,28,90,97,3,65,22,84,50,27,3,3,3,2
1436,0,"yjaavprbvu6zem88",6,"2024-03-22T21:12:45Z","lucky",4,3,3,4,1,1,4,3,2,3,4,4,4,4,3,4,0,1,1,1,2,2,3,3,2,56,"female","Volks- oder Hauptschulabschluss","Berufstätig",14,3.666666666666667,3.166666666666667,1.166666666666667,"Ja","Das sich die Fragen immer umgestellt wiederholt haben ",5099.8,155848,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,37,4,79,80,80,55,59,50,49,24,99,27,45,3,86,1,63,13,31,52,2,5,3,4
18,1,"8u4ba5s962qbq6gp",NA,"2024-03-22T21:46:21Z","unlucky",2,4,3,2,2,3,2,3,3,3,3,1,3,2,3,3,1,1,2,2,3,1,4,5,3,31,"male","University degree","Employed",7,2.166666666666667,2.833333333333333,1.666666666666667,"Yes","The connection between the first and second tests is unclear",1893.75,87969,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,31,64,92,33,61,40,11,49,36,62,60,28,64,96,38,26,85,71,74,45,2,2,2,1
1437,0,"53bco1clt13ck3g1",6,"2024-03-22T21:54:43Z","lucky",2,4,3,3,0,3,2,4,4,2,1,2,3,4,1,3,0,0,1,1,0,3,1,4,4,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",16,2,3,0.833333333333333,"Ja",NA,3094.25,103022,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,49,8,84,78,44,14,70,31,29,46,27,3,19,7,58,54,2,13,68,3,4,5,4
1438,0,"raemug0efq6jewca",6,"2024-03-22T22:00:16Z","unlucky",3,4,3,3,0,3,3,2,3,2,3,2,3,3,3,2,2,3,1,1,3,4,5,4,3,28,"male","Fach- oder Hochschulabschluss","Berufstätig",9,2.666666666666667,2.666666666666667,2.333333333333333,"Ja",NA,2411.85,196358,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,80,98,44,24,3,87,36,42,29,10,79,2,24,45,98,98,42,87,23,15,2,3,2,2
1439,0,"oatotx2wd7uohcq1",6,"2024-03-22T22:02:03Z","lucky",2,3,3,3,0,4,1,2,4,1,3,1,3,4,1,2,0,0,0,0,0,1,3,5,3,53,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",13,1.5,3,0.166666666666667,"Ja",NA,2577.6,111457,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,66,35,58,10,3,67,90,95,70,30,31,36,51,22,51,62,12,1,63,0,4,1,5,3
1440,0,"l3596po5rt4xxkgl",6,"2024-03-22T22:22:25Z","lucky",2,4,3,2,2,2,1,3,3,2,3,1,4,3,1,2,0,0,0,2,0,1,2,4,5,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.5,2.666666666666667,0.5,"Ja","Bei den ersten Fragen kam oft gefühlt die gleiche Frage nur anders gestellt",1346.45,127503,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,2,68,86,0,51,62,28,76,30,29,88,66,44,81,34,24,0,89,73,3,3,2,3
1441,0,"xqbvc11b5l4px1gx",6,"2024-03-22T22:23:57Z","lucky",3,4,3,3,0,3,3,3,4,3,4,1,4,3,3,3,0,0,1,0,0,2,1,4,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,2.666666666666667,3.166666666666667,0.5,"Ja","Sprechen wir von subjektivem Glücksempfinden oder Gerechtigkeit? 
(Das klingt so, wie als hab ich was übersehen. Wenn ja, tuts mir leid, hab adhs, ok. :'(",1298.85,63969,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,19,16,54,73,9,38,53,79,91,73,96,71,31,88,72,43,97,46,79,87,4,2,1,2
1442,0,"051prp98tjjwa1ex",6,"2024-03-22T22:53:07Z","lucky",3,4,4,4,0,4,3,4,3,4,4,2,4,4,4,4,2,1,0,0,1,2,4,4,4,24,"female","Fach- oder Hochschulabschluss","Student/in",11,3.333333333333333,4,1,"Ja",NA,1963.1,133528,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,22,83,78,65,68,11,48,87,43,17,57,15,43,23,37,37,84,74,73,78,1,4,5,1
1443,0,"77neteh6ka7sr438",6,"2024-03-22T22:58:35Z","unlucky",0,1,4,0,1,4,0,4,2,4,3,2,4,4,1,4,1,0,0,0,1,0,1,4,1,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",7,1.166666666666667,3.833333333333333,0.333333333333333,"Ja",NA,1174.55,96850,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,84,63,13,21,26,25,63,45,74,62,28,83,7,93,54,17,79,90,83,64,3,1,2,1
1444,0,"6zludnwxy0g8n43j",6,"2024-03-22T22:58:45Z","lucky",2,4,3,2,3,2,2,2,4,2,3,2,3,1,2,2,1,2,3,3,4,3,4,5,3,50,"female","Mittlere Reife","Berufstätig",13,2,2.166666666666667,2.666666666666667,"Ja",NA,1800.3,109984,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,40,16,50,21,64,49,12,18,90,70,78,6,9,35,73,77,22,5,33,68,4,3,3,3
1445,0,"r957n9aljrb6yxje",6,"2024-03-22T23:27:27Z","unlucky",4,4,4,0,0,4,0,0,3,0,2,2,4,4,1,0,0,0,5,0,1,3,1,5,3,25,"male","Anderes","Student/in",0,1.166666666666667,2.333333333333333,1.5,"Ja","Sollte ich beim Münz spiel immer verlieren? ",1499.4,113155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1446,0,"9zrg41yjal9a390k",6,"2024-03-23T00:04:43Z","lucky",0,2,4,4,1,4,2,2,2,2,2,0,3,4,1,2,0,0,3,4,3,2,2,3,3,25,"male","Abgeschlossene Berufsausbildung","Berufstätig",14,1.5,3,2,"Ja",NA,2070.05,143818,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,50,38,74,36,51,99,18,41,12,10,22,76,64,70,27,54,41,25,77,51,4,4,2,4
1447,0,"20waoj85ahbbvpl9",6,"2024-03-23T00:10:13Z","lucky",1,3,1,4,1,3,2,2,3,3,3,3,3,3,3,2,1,0,3,0,3,1,1,NA,4,26,"male","Fach- oder Hochschulreife (Abitur)","Student/in",14,2.666666666666667,2.333333333333333,1.333333333333333,"Ja",NA,1278.45,82104,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,45,58,90,26,3,63,5,21,75,32,22,47,16,77,27,44,83,39,88,43,4,3,4,3
980,1,"75stvqzwe320t4ld",3,"2024-03-23T01:43:42Z","lucky",0,3,3,2,3,3,2,3,3,3,3,1,3,3,0,3,0,2,2,2,3,1,4,3,4,46,"male","General qualification for university entrance","Employed",11,1.333333333333333,3,1.666666666666667,"Yes","No",1466.7,49405,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,16,62,4,92,69,40,73,46,31,5,73,74,83,16,59,25,38,88,60,51,2,4,2,3
1448,0,"3rb4m36t8vlwf8bu",6,"2024-03-23T02:01:11Z","unlucky",2,4,3,3,1,4,2,3,4,2,3,2,4,2,2,2,0,1,1,1,0,3,4,5,3,22,"female","Fach- oder Hochschulabschluss","Berufstätig",7,2.166666666666667,2.833333333333333,1,"Ja",NA,1362.6,79996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,16,44,81,41,76,98,58,37,40,95,43,24,85,67,44,8,31,6,90,25,1,1,1,4
1449,0,"x4dt9zdoh42gxu64",6,"2024-03-23T06:07:16Z","lucky",2,3,3,4,0,4,2,1,1,2,2,3,3,1,4,2,0,0,1,0,1,0,2,3,2,58,"female","Abgeschlossene Berufsausbildung","Berufstätig",12,2.833333333333333,2.166666666666667,0.333333333333333,"Ja","Ähnliche Fragestellung die unterschiedlich beantwortet werden kann, aber auf das gleiche hinausläuft. ",4563.5,311875,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,31,59,77,30,20,1,40,83,22,28,28,92,79,40,51,74,37,71,62,80,4,4,3,1
1450,0,"do5fvz5f9sozlenp",6,"2024-03-23T06:23:50Z","lucky",2,3,0,4,1,1,3,1,1,2,3,2,3,3,2,1,5,5,4,3,1,3,3,2,4,24,"male","Anderes","Auszubildende/r",12,2.5,1.5,3.5,"Ja","Ja",2748.25,313589,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,25,87,35,58,6,60,41,39,44,91,18,31,20,41,79,92,99,80,91,4,4,4,0
1451,0,"throflfl29jq881m",6,"2024-03-23T06:24:02Z","lucky",3,4,3,3,1,3,3,3,3,3,4,1,4,3,1,3,2,3,2,2,3,2,4,5,3,30,"male","Fach- oder Hochschulabschluss","Berufstätig",10,2.333333333333333,3.166666666666667,2.333333333333333,"Ja",NA,2024.55,137850,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,68,16,6,70,97,24,0,66,54,50,34,65,56,74,16,71,92,68,1,64,2,4,3,1
1452,0,"tzzp9x1sd9ns5usu",6,"2024-03-23T06:59:05Z","unlucky",2,3,3,1,1,3,1,3,3,3,3,1,3,3,2,4,0,1,1,1,2,1,3,5,4,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",6,1.666666666666667,3.166666666666667,1,"Ja","Die Farben hat es bei mir am Ende nicht angezeigt, Rest hat funktioniert. ",2205.6,92703,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,61,59,79,25,53,28,81,55,38,48,83,72,0,40,1,41,45,92,2,47,1,2,2,1
1453,0,"eapysqu2h5j7sajt",6,"2024-03-23T07:32:03Z","unlucky",3,1,3,3,0,3,2,2,1,3,3,3,3,3,3,2,2,2,2,1,3,2,2,4,4,24,"male","Fach- oder Hochschulreife (Abitur)","Student/in",7,2.833333333333333,2.666666666666667,2,"Ja","Nein",2570.35,134577,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,16,82,15,14,11,47,36,62,27,42,41,62,36,95,56,50,64,98,88,3,3,1,0
1454,0,"6qxmgvlfvdgtbrrm",6,"2024-03-23T08:09:48Z","unlucky",2,3,2,2,1,2,2,2,4,2,3,2,4,2,1,2,1,1,2,2,3,1,5,5,5,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.833333333333333,2.166666666666667,1.666666666666667,"Ja",NA,1830.55,87779,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,17,13,74,81,21,35,67,37,34,92,73,24,41,60,58,33,28,38,99,33,3,3,1,4
1456,0,"f8xuwqm6nw35rrhc",6,"2024-03-23T08:38:58Z","unlucky",2,3,3,2,0,4,2,3,4,2,3,2,3,3,2,3,4,3,3,0,1,3,1,5,5,26,"male","Fach- oder Hochschulabschluss","Berufstätig",6,2,3.166666666666667,2.333333333333333,"Ja",NA,1224.1,75027,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,53,19,50,86,99,94,82,41,75,61,32,22,5,44,91,61,67,25,3,53,1,0,3,2
1457,0,"jpc8k7yl73uf63u3",6,"2024-03-23T08:54:53Z","lucky",3,2,3,3,1,3,1,3,1,3,3,3,3,3,3,3,0,0,1,2,0,1,3,1,3,53,"other","Abgeschlossene Berufsausbildung","Berufstätig",14,2.666666666666667,3,0.666666666666667,"Ja",NA,3566.35,423064,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18,24,36,55,73,47,26,58,93,96,76,34,90,89,13,21,50,52,49,24,4,3,2,5
981,0,"1c0yylh0km0nhaj7",3,"2024-03-23T09:50:54Z","lucky",2,3,3,3,0,3,3,1,3,3,2,3,4,2,3,3,0,0,0,0,0,0,2,2,3,61,"female","Fach- oder Hochschulabschluss","Berufstätig",13,2.833333333333333,2.333333333333333,0,"Ja","Nein, eigentlich nicht. Ich habe aber auch noch nicht an vielen Studien dieser Art teilgenommen. ",2509.6,247495,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,48,94,44,22,79,50,27,19,68,65,5,36,77,81,20,14,7,89,49,5,3,3,3,4
19,0,"xd30lpu28hkypd1o",NA,"2024-03-23T09:52:19Z","unlucky",4,4,2,4,0,2,4,1,4,3,0,3,4,2,4,2,1,1,0,0,1,1,3,5,3,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",10,3.666666666666667,1.5,0.666666666666667,"Ja","Farbwahrnehmung im Zusammenhang mit Glück und Pech",1077.95,58689,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,73,16,5,8,49,78,59,78,43,25,49,28,98,14,99,21,30,5,97,16,3,1,2,4
1458,0,"vph1wy8v1unymbmq",6,"2024-03-23T10:08:23Z","unlucky",1,4,3,1,1,3,1,1,3,2,3,1,3,3,1,2,1,1,1,1,1,1,4,4,4,34,"male","Fach- oder Hochschulabschluss","Berufstätig",4,1.166666666666667,2.5,1,"Ja","Hohe win\lose ratio ",1497.05,158844,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,55,73,42,8,56,71,95,97,82,88,97,12,13,58,80,96,47,40,80,19,1,0,2,1
1459,0,"l25wjh70hfa3fkdq",6,"2024-03-23T10:20:44Z","lucky",3,4,2,4,0,4,4,2,4,3,3,4,4,2,4,2,0,0,1,1,1,1,4,5,4,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,3.666666666666667,2.5,0.666666666666667,"Ja",NA,2272,82952,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,54,33,65,67,21,92,21,85,49,23,20,78,76,83,89,40,54,12,28,64,3,3,1,4
1460,0,"re9fb4n53784otcv",6,"2024-03-23T10:23:11Z","lucky",3,3,2,3,0,2,2,1,1,3,2,3,4,3,4,2,3,1,3,1,4,3,1,5,4,61,"male","Abgeschlossene Berufsausbildung","Berufstätig",13,3,2,2.5,"Ja","nein",2805.25,72422,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,99,90,13,32,74,37,7,53,31,58,70,34,65,53,34,31,4,55,82,98,2,5,3,3
1461,0,"jjbwbeh2j99q82wr",6,"2024-03-23T10:38:45Z","unlucky",4,0,4,4,0,4,4,3,0,0,4,4,4,4,4,4,0,1,0,2,1,3,3,1,3,51,"female","Mittlere Reife","Hausfrau/-mann",6,3.333333333333333,3.833333333333333,1.166666666666667,"Ja",NA,2116.85,154715,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,99,7,62,51,90,25,53,87,52,44,2,56,1,49,27,47,95,40,18,65,1,1,3,1
1462,0,"4w8djp06voddno1q",6,"2024-03-23T10:47:26Z","unlucky",2,4,3,3,0,1,3,3,1,2,4,3,4,3,3,3,1,1,2,3,3,1,3,4,5,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.666666666666667,2.833333333333333,1.833333333333333,"Ja",NA,1396.35,71080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,25,23,4,30,22,22,26,72,58,48,15,95,45,79,15,38,98,15,89,67,5,2,2,2
982,0,"7x2634fbnd9urgbb",3,"2024-03-23T10:52:37Z","lucky",2,3,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,1,0,1,3,1,2,4,5,29,"female","Fach- oder Hochschulabschluss","Berufstätig",11,2,2,1.333333333333333,"Ja",NA,1721.2,42563,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,66,78,89,26,6,91,66,39,24,70,40,47,96,54,92,80,53,37,58,10,2,2,3,4
1463,0,"dqvgg5vc5jklmbzk",6,"2024-03-23T10:56:45Z","unlucky",2,4,3,3,1,3,2,2,4,2,3,3,4,3,1,2,1,1,1,2,3,2,3,4,4,25,"female","Fach- oder Hochschulabschluss","Berufstätig",8,2.166666666666667,2.666666666666667,1.666666666666667,"Ja",NA,1207,125753,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,56,51,66,35,56,79,42,3,17,44,78,13,40,8,51,63,6,0,98,27,1,2,2,3
