"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","chance1","chance2","chance3","chance4","chance5","influence1","influence2","influence3","influence4","Alltag","Kenntnis","Aktivitäten","Ausbildung","Strategie","StrategieText","Roulette","input0","input1","input2","input3","input4","input5","input6","input7","input8","input9","input10","input11","input12","input13","input14","input15","input16","input17","input18","input19","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","BF"
528,0,"z3v1vqt2ysmt5tzr",6,"2024-06-08T20:54:55Z","lucky",4,4,3,4,1,3,4,3,4,3,3,4,4,3,3,3,3,0,3,4,1,3,3,1,3,1,2,2,"Nein","Ja","Bauchgefühl","beide sind gleich wahrscheinlich",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,31,"male","Abgeschlossene Berufsausbildung","Berufstätig",13,3.666666666666667,3,"Ja",NA,1509.85,566083,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,37,79,26,96,89,29,90,58,75,39,51,28,32,26,39,56,82,84,27,33,0.348108960778474
529,0,"g2nr83t2jdgys969",6,"2024-06-08T21:09:28Z","lucky",3,3,2,3,0,4,4,2,0,1,2,2,2,4,3,2,2,0,2,2,2,0,0,3,0,1,1,3,"Nein","Ja","Habe nur die zahl gewählt ","beide sind gleich wahrscheinlich",0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,57,"female","Mittlere Reife","Sonstiges",11,2.666666666666667,2.666666666666667,"Ja",NA,3449.2,183467,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,73,55,20,48,76,30,18,88,30,57,5,93,93,58,82,65,98,34,49,61,0.3530488750860226
530,0,"f7drwhlmkmsa428n",6,"2024-06-08T21:31:35Z","lucky",3,4,2,3,1,2,2,2,3,2,1,4,4,3,2,2,3,2,2,3,2,1,1,2,0,2,4,1,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,19,"female","Fach- oder Hochschulreife (Abitur)","Schüler/in",13,2.666666666666667,2,"Ja",NA,1726.4,95708,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,63,89,92,40,30,72,30,45,56,37,35,6,47,90,33,90,43,20,32,70,0.34757726331471794
575,0,"w7cxlt304jx1pxwe",7,"2024-06-08T21:46:16Z","lucky",1,3,3,1,1,3,1,2,3,1,1,1,3,3,1,2,3,1,2,3,1,1,2,1,2,3,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,39,"female","Fach- oder Hochschulabschluss","Berufstätig",12,1,2.333333333333333,"Ja",NA,3597.35,129221,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,72,87,30,20,92,91,53,24,16,54,56,28,71,64,55,75,34,32,19,90,0.347321209703982
531,0,"pv2a51m4e6nd1fwr",6,"2024-06-08T21:53:19Z","lucky",1,3,3,1,1,3,1,1,3,2,1,1,3,3,0,2,4,2,2,4,1,3,1,0,3,4,4,4,"zentraler Aspekt des Studiums (z.B. Mathematik, Statistik)","Nein",NA,"beide sind gleich wahrscheinlich",1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,28,"male","Fach- oder Hochschulabschluss","Student/in",9,1,2.166666666666667,"Ja","Viele Fragen wiederholen sich vom Inhalt. ",1568.75,154995,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,31,13,43,71,92,17,62,84,64,24,12,85,50,88,85,76,65,87,29,21,0.36291161685459
1625,0,"yh4x1d7hx5dju6ey",21,"2024-06-08T21:59:59Z","lucky",4,4,0,3,2,0,4,1,3,3,0,3,4,0,3,1,4,1,3,3,2,3,4,4,3,5,2,1,"Gymnasialniveau","Nein",NA,"rot ist wahrscheinlicher",0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,20,"other","Fach- oder Hochschulreife (Abitur)","Student/in",11,3.333333333333333,0.333333333333333,"Ja",NA,3248.35,54272,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,65,18,72,67,22,84,13,70,98,49,83,37,29,19,65,20,50,67,4,51,0.36819345386959595
79,0,"kqs8szqgjyhfz0b4",1,"2024-06-09T00:06:14Z","lucky",3,3,4,4,1,3,3,2,4,3,3,3,3,4,3,3,2,1,3,3,1,2,3,3,3,2,3,2,"Mittel/Realschulniveau","Nein",NA,"beide sind gleich wahrscheinlich",1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,22,"female","Abgeschlossene Berufsausbildung","Berufstätig",10,3.166666666666667,3.166666666666667,"Ja",NA,2470.2,109696,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,9,95,81,80,83,12,32,96,34,42,61,1,69,18,47,99,58,60,84,34,0.3793734787391305
674,0,"8s27g5wsyc02eluv",8,"2024-06-09T01:05:25Z","lucky",1,2,4,3,0,4,1,3,3,1,0,0,3,4,1,3,1,0,0,1,0,0,0,0,0,4,1,1,"Mittel/Realschulniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,56,"female","Mittlere Reife","Berufstätig",9,1.166666666666667,3,"Ja",NA,3494.55,154609,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,12,33,20,89,98,83,10,88,41,70,21,42,96,71,75,65,22,66,98,1,0.39722027930079534
1626,0,"o3kyrpms6k8jkdw0",21,"2024-06-09T05:13:00Z","lucky",2,3,4,2,0,4,2,3,2,2,2,3,4,3,4,3,3,2,2,3,1,3,2,1,2,3,1,2,"Mittel/Realschulniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,57,"male","Fach- oder Hochschulabschluss","Berufstätig",11,2.5,3.166666666666667,"Ja",NA,4265.6,144214,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,35,97,35,7,80,62,45,77,58,48,95,67,93,92,48,53,1,19,56,64,0.40330540762579825
1627,0,"kyfkdwz04n2xch0f",21,"2024-06-09T05:38:14Z","lucky",4,4,3,4,2,3,4,2,2,2,3,4,4,2,1,3,4,4,1,2,0,0,2,4,3,1,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,58,"female","Fach- oder Hochschulabschluss","Berufstätig",11,3.166666666666667,2.666666666666667,"Ja",NA,2199.6,100056,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,62,30,34,72,70,24,84,60,55,32,63,55,30,83,60,98,9,53,47,40,0.4095397959762799
532,0,"njzubyjkcj8pqol8",6,"2024-06-09T05:52:40Z","lucky",3,3,3,3,0,3,3,2,2,2,1,1,3,4,2,2,3,2,1,4,2,3,2,2,2,2,3,2,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,32,"male","Fach- oder Hochschulabschluss","Berufstätig",11,2.333333333333333,2.5,"Ja",NA,2158.85,212960,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,29,7,79,79,74,90,89,37,87,28,74,86,40,27,9,43,15,5,84,0.41592806860553067
1628,0,"cs4139aow5wf28rr",21,"2024-06-09T06:00:53Z","lucky",3,3,4,3,0,4,2,3,3,3,3,2,3,3,1,3,2,2,1,2,1,3,2,2,2,3,4,2,"Teil des Studiums (z.B. Psychologie)","Ja","Mir war der Kopf sympathischer und ich habe ihn öfter genommen ","beide sind gleich wahrscheinlich",0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,47,"female","Fach- oder Hochschulabschluss","Berufstätig",15,2.333333333333333,3.333333333333333,"Ja","Nein",2070.4,96610,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,77,25,43,25,1,70,27,50,1,34,18,60,61,56,41,14,40,30,69,53,0.3958458743112758
80,0,"mwnyxvk7jlqzb2dc",1,"2024-06-09T06:39:01Z","lucky",2,4,2,3,0,4,3,3,4,2,3,3,4,3,3,3,4,1,0,4,2,0,0,0,0,5,4,1,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,26,"female","Fach- oder Hochschulabschluss","Berufstätig",12,2.666666666666667,3,"Ja",NA,1773.3,331550,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,6,43,58,33,59,54,96,46,94,22,83,67,45,85,82,15,84,91,33,28,0.39556847809664425
81,0,"lcyzesnh9ybzmj1z",1,"2024-06-09T06:49:27Z","lucky",2,3,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,3,2,2,1,2,2,4,1,1,"Nein","Ja",NA,"beide sind gleich wahrscheinlich",1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,25,"female","Mittlere Reife","Berufstätig",12,1.666666666666667,1.666666666666667,"Ja",NA,2884.55,189789,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,70,25,80,52,2,83,7,37,44,25,29,24,80,69,27,27,89,37,68,69,0.3952916932939142
533,0,"2udy5ql1oszhvjtc",6,"2024-06-09T07:15:09Z","lucky",2,4,4,2,1,4,2,3,4,1,3,3,4,4,3,3,2,1,0,1,2,3,4,4,4,4,2,1,"Teil des Studiums (z.B. Psychologie)","Ja","Immer Kopf, Niederlagen sind für mich angenehmer wenn ich konstant bei meiner Linie bleibe ","beide sind gleich wahrscheinlich",0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,23,"female","Fach- oder Hochschulabschluss","Berufstätig",10,2.166666666666667,3.5,"Ja",NA,2194.6,62776,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,75,69,30,3,89,12,56,5,98,48,92,98,20,77,4,7,91,73,90,49,0.40776937051725964
1314,0,"f4g7vbk9skzrue7k",18,"2024-06-09T07:19:50Z","lucky",3,4,4,4,0,2,4,4,4,1,2,3,4,2,1,2,4,3,3,1,4,3,3,3,0,2,3,2,"zentraler Aspekt des Studiums (z.B. Mathematik, Statistik)","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,56,"female","Fach- oder Hochschulabschluss","Berufstätig",13,2.666666666666667,2.666666666666667,"Ja","Meistens werde ich geduzt - einmal gesiezt ?!?",2181.85,123600,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,15,21,51,11,47,63,99,62,0,60,87,10,5,94,41,76,5,56,29,4,0.40096927497490675
886,0,"teextoeakl7aybsh",12,"2024-06-09T07:28:44Z","lucky",2,2,3,2,2,4,2,4,4,2,4,2,4,3,2,4,1,2,2,2,0,4,2,4,4,5,5,5,"zentraler Aspekt des Studiums (z.B. Mathematik, Statistik)","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,19,"male","Fach- oder Hochschulreife (Abitur)","Student/in",14,2,3.666666666666667,"Ja",NA,3485.95,284106,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,26,44,60,65,25,77,12,25,76,87,18,56,32,0,46,83,1,2,42,58,0.38809930210708793
1629,0,"sqour65hc3db9bjv",21,"2024-06-09T07:37:05Z","lucky",2,3,3,3,0,4,3,3,3,2,1,2,3,3,2,3,3,2,2,4,3,1,3,1,1,3,5,1,"Gymnasialniveau","Ja","Wissend, dass ich 50 % der Spiele sowieso gewinnen werde, habe ich zunächst stets das gleiche gewählt, um teilweise abweichende Auswahlen zu treffen, die tatsächlich dem Zufall unterlagen.","rot ist wahrscheinlicher",0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,20,"male","Fach- oder Hochschulreife (Abitur)","Student/in",12,2.333333333333333,2.833333333333333,"Ja",NA,1955.05,73526,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,78,52,13,95,37,72,69,50,92,55,85,67,28,34,39,2,37,52,0,75,0.38782818205595204
1630,0,"5d87qqm05zayujsz",21,"2024-06-09T07:41:05Z","lucky",1,3,1,2,1,3,1,3,2,2,2,3,3,4,2,3,3,2,2,2,3,3,3,3,3,2,1,2,"Gymnasialniveau","Ja","Wiederholungen in der Vergangenheit der Münzwürfe","beide sind gleich wahrscheinlich",1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,42,"female","Fach- oder Hochschulabschluss","Berufstätig",15,1.833333333333333,2.666666666666667,"Ja","Nein",1790.45,129874,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83,48,96,42,27,15,33,84,35,60,2,29,73,36,15,0,56,47,20,46,0.36978662451845445
534,0,"jkphgaf3f87ty338",6,"2024-06-09T07:43:47Z","lucky",4,3,4,4,0,4,3,3,3,4,2,2,2,4,3,3,4,2,0,3,2,3,3,3,3,5,1,1,"Nein","Ja","Immer das gleiche Symbol benutzt ","rot ist wahrscheinlicher",0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,31,"female","Fach- oder Hochschulabschluss","Berufstätig",11,3.333333333333333,3.333333333333333,"Ja",NA,1674.9,72413,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,73,17,95,24,43,44,70,17,90,84,99,19,85,61,55,29,56,17,53,65,0.3752322184246781
1631,0,"4aaef9b75ofcfvg1",21,"2024-06-09T08:02:37Z","lucky",2,4,3,3,1,4,2,3,2,3,3,3,4,3,2,3,3,2,1,2,1,3,3,2,3,2,4,2,"Gymnasialniveau","Nein",NA,"rot ist wahrscheinlicher",0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",16,2.5,3.166666666666667,"Ja",NA,1203.85,70554,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,46,79,10,66,44,95,40,7,11,49,12,13,56,10,38,26,59,37,0,79,0.35270938259454776
1315,0,"4sjdq5qkme1h6hxk",18,"2024-06-09T08:02:45Z","lucky",4,3,2,4,1,4,3,3,2,3,3,4,4,3,4,3,3,1,3,3,2,3,1,3,3,2,3,1,"Gymnasialniveau","Ja","Ich habe zwei-drei Mal Kopf gewählt und dann in der nächsten Runde die Zahl. Meistens immer nach Zahl kommt Kopf.","beide sind gleich wahrscheinlich",0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,18,"female","Volks- oder Hauptschulabschluss","Schüler/in",15,3.666666666666667,3,"Ja",NA,2362.15,134381,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,49,32,99,13,97,97,12,21,48,60,23,3,59,1,45,26,50,93,14,7,0.3371906892110282
1316,0,"e91t9rdkwu8j09oc",18,"2024-06-09T08:15:11Z","lucky",3,2,4,0,0,4,2,1,2,2,1,2,3,4,3,3,2,2,3,2,1,2,3,3,1,3,2,2,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,47,"male","Fach- oder Hochschulabschluss","Berufstätig",12,2,2.833333333333333,"Ja",NA,6160.35,155246,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,62,80,16,82,76,73,34,57,10,8,16,6,16,96,93,78,23,32,14,21,0.3369484931372302
887,0,"09j9268brfoa7fza",12,"2024-06-09T08:27:38Z","lucky",3,4,4,3,0,4,3,3,4,2,3,3,4,3,1,3,4,0,0,4,0,2,0,0,0,4,3,2,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.5,3.333333333333333,"Ja",NA,1886.9,119602,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,7,61,47,21,99,91,90,15,18,50,41,56,67,71,44,39,62,84,96,6,0.34163489519237805
1632,0,"pz1xnw70hqgybte6",21,"2024-06-09T08:40:44Z","lucky",0,3,4,4,0,4,0,4,0,0,4,0,4,4,0,4,4,0,0,0,0,4,4,4,4,1,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,66,"female","Fach- oder Hochschulabschluss","Berufstätig",11,0.666666666666667,4,"Ja","Habe gemerkt dass mein inneres Glück nicht vom Zufall abhängig ist…..daher passten mache fragen ( Glück oder Pech?) nicht so für mich. Es kommt im Leben nicht so auf das was an- das unterliegt dem Zufall- sondern auf das wie, wie wir damit umgehen . Das kann dann ein glückliches Leben auchvuntervungünstigen Bedingungen ermöglichen….",2433.2,328565,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,38,10,3,82,4,18,87,3,89,20,87,22,68,69,23,61,65,52,86,56,0.34642822303726867
82,0,"7h2gtf65hvr2ece8",1,"2024-06-09T09:06:30Z","lucky",2,3,3,2,1,3,1,2,1,3,2,2,3,4,2,2,2,2,1,2,2,0,2,4,1,3,1,1,"Mittel/Realschulniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,55,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",10,2,2.666666666666667,"Ja",NA,2418.65,102165,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,28,17,67,51,23,81,12,90,87,58,98,33,99,51,86,11,98,75,73,57,0.3565752142158593
743,0,"kv5voyg4t11sj72g",10,"2024-06-09T09:14:37Z","lucky",3,3,3,3,0,3,3,2,3,4,0,3,2,2,4,2,4,2,2,3,0,0,1,0,1,4,4,1,"zentraler Aspekt des Studiums (z.B. Mathematik, Statistik)","Nein",NA,"beide sind gleich wahrscheinlich",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,19,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,3.333333333333333,2,"Ja","Geht man in dieser Studie von der Gültigkeit der Kopenhagener Deutung der Quantenmechanik aus?",1246.6,140031,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,38,18,25,99,66,72,78,40,86,22,90,84,29,5,66,24,63,34,38,23,0.36170810120356606
83,0,"eckyhrpnju8twy5d",1,"2024-06-09T09:17:47Z","lucky",3,4,3,3,0,3,3,3,4,3,2,3,4,3,0,3,1,2,0,1,0,3,4,4,4,4,1,2,"Nein","Ja","Auf mein Gefühl gehört ","beide sind gleich wahrscheinlich",0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,23,"female","Abgeschlossene Berufsausbildung","Berufstätig",10,2.5,2.833333333333333,"Ja","Nein",2412.45,85384,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,33,65,65,68,65,6,50,68,67,68,70,47,3,36,69,80,20,50,12,6,0.3725637579288092
1633,0,"tgqua1fb8pew15ez",21,"2024-06-09T09:36:17Z","lucky",1,4,3,1,0,3,1,3,4,1,2,1,4,3,1,3,1,1,1,3,3,3,4,4,4,1,2,1,"Gymnasialniveau","Ja","Alle zweimal das andere ","beide sind gleich wahrscheinlich",0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",15,1,2.833333333333333,"Ja",NA,2542.7,74410,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,58,11,41,33,7,17,97,27,58,26,11,75,48,30,3,78,77,0,69,38,0.35565852555377125
1634,0,"3tspzjyhl3mgzmyk",21,"2024-06-09T10:02:56Z","lucky",4,3,1,4,2,1,4,1,4,3,1,3,4,2,4,1,2,0,0,4,0,0,0,0,0,4,2,1,"Gymnasialniveau","Nein",NA,"rot ist wahrscheinlicher",1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,3.666666666666667,1.166666666666667,"Ja",NA,2829.1,106440,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,33,92,43,30,9,92,1,82,98,56,61,63,68,14,14,15,75,98,76,96,0.371763226551953
1635,0,"ef4wm74h6pgthyvh",21,"2024-06-09T10:07:45Z","lucky",2,3,3,4,2,3,3,2,1,3,0,0,1,4,1,2,2,0,0,3,0,1,1,1,3,4,2,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,58,"female","Fach- oder Hochschulabschluss","Berufstätig",12,2.166666666666667,2.333333333333333,"Ja",NA,2756.5,132077,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,27,61,35,77,98,43,10,78,51,56,57,36,35,34,76,81,15,65,80,34,0.37150620680845625
536,0,"n2sldd39v46261aw",6,"2024-06-09T10:17:18Z","lucky",3,3,3,2,0,4,2,4,4,1,4,3,4,3,0,4,4,1,0,2,0,3,2,3,0,4,3,2,"Gymnasialniveau","Ja",NA,"beide sind gleich wahrscheinlich",0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,18,"female","Fach- oder Hochschulabschluss","Schüler/in",11,1.833333333333333,3.666666666666667,"Ja",NA,2978.65,175906,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,45,32,66,90,6,79,98,24,88,31,49,69,67,84,57,31,11,2,2,66,0.3769762193906621
1636,0,"d1et6dchh54pjqm8",21,"2024-06-09T10:17:18Z","lucky",3,4,4,3,0,3,2,3,4,3,3,4,4,3,1,3,4,0,0,4,3,4,4,4,0,2,4,2,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.666666666666667,3.166666666666667,"Ja",NA,2072.9,71959,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,6,29,9,66,97,92,44,89,46,69,27,45,74,69,15,5,20,89,67,0.38257595524320837
