"file","subject","vl","time","condition","age","gender","SVS1","SVS2","SVS3","autonomie1","autonomie2","autonomie3","LOT1","LOT2","LOT3","LOT4","LOT5","LOT6","LOT7","LOT8","LOT9","LOT10","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","handaufsherz","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","LOT3r","LOT7r","LOT9r","SMS5","SVS","ITW","LOT_Opt","LOT_Pess","hitsCon","hitsExp","BF.exp","BF.con"
235,"9sol69vph0tdoyrz",3,"2023-12-20T16:38:22Z","C1",22,"weiblich",5,5,3,4,4,4,0,1,3,1,3,3,2,1,4,2,5,2,3,2,3,3,3,4,2,1,4,"Ja",4,4,1,3,1,1,2,0,3.8,4.333333333333333,2,1,1,4,5,0.2536685845777433,0.7643436980141196
236,"gsu1e6r8gc9ftb1q",3,"2023-12-20T16:59:44Z","C1",54,"weiblich",6,5,5,3,4,4,3,1,3,2,4,4,1,2,1,3,5,2,4,1,1,4,5,5,1,3,2,"Ja",4,5,0,4,3,1,3,3,3.8,5.333333333333333,3.166666666666667,2.666666666666667,2.333333333333333,5,4,0.24747687435502735,0.7626216711203024
237,"ruvpnkq925uuvxke",3,"2023-12-20T16:59:48Z","C2",21,"männlich",10,5,10,3,2,4,1,2,1,2,1,2,3,1,2,2,4,1,6,3,2,5,0,4,0,2,0,"Ja",5,3,1,5,5,3,1,2,4,8.333333333333334,3,1.666666666666667,2,7,7,0.25880247767946735,0.8315008093602158
238,"d0v26ywwh4742bt6",3,"2023-12-20T17:49:25Z","C2",23,"weiblich",6,3,6,3,3,0,3,4,0,4,4,2,0,4,0,4,1,5,0,3,0,3,3,2,2,4,1,"Ja",1,3,3,3,4,4,4,4,1,5,3.333333333333333,3.666666666666667,4,5,4,0.2524499761933897,0.8298282549314768
29,"hv8oh5241lcftfgh",1,"2023-12-20T19:14:02Z","C1",60,"weiblich",7,7,8,4,4,1,2,1,2,2,3,1,3,2,1,3,3,2,4,3,1,3,3,1,1,3,1,"Ja",4,3,4,4,4,2,1,3,3,7.333333333333333,3.5,2.333333333333333,2,9,7,0.2641134799838097,0.9883988872064238
239,"qsqnw9ttlqnnnz9l",3,"2023-12-21T08:38:34Z","C2",18,"weiblich",4,4,5,1,0,2,3,1,1,3,4,3,0,1,2,3,3,4,2,3,3,3,3,2,4,2,3,"Ja",2,3,3,1,2,3,4,2,2.6,4.333333333333333,2.333333333333333,3,3,6,6,0.26931381067714383,1.0378477878984813
30,"y6khkgthqhcemmk3",1,"2023-12-21T14:33:36Z","C1",20,"weiblich",8,8,7,3,3,3,3,2,3,3,3,3,1,1,2,3,4,4,2,4,2,2,3,2,4,3,2,"Ja",2,2,3,1,3,1,3,2,2.4,7.666666666666667,2.5,3,2,5,4,0.26253387466187195,1.0363315471006178
240,"ma7tny6uhjs8byy7",3,"2023-12-23T15:18:45Z","C2",24,"weiblich",6,8,7,4,4,4,4,2,4,2,1,4,0,4,2,4,5,4,0,3,0,2,2,2,3,2,2,"Ja",2,3,3,2,3,0,4,2,2,7,2.333333333333333,3.333333333333333,2,5,5,0.2614001378147533,1.0348229559733169
133,"24efu2ojl3lzc52z",2,"2023-12-26T16:25:00Z","C1",23,"männlich",1,1,1,3,1,2,1,3,1,2,3,0,0,4,4,2,4,2,3,1,3,5,5,1,1,4,0,"Ja",4,5,4,4,5,3,4,0,3.8,1,4.5,1.666666666666667,2.333333333333333,6,6,0.2665926532456979,1.0885287809299846
31,"085v11ew0bg0ozcf",1,"2023-12-27T11:13:06Z","C2",21,"weiblich",6,6,8,4,4,4,3,1,0,3,4,3,0,3,0,3,1,5,0,4,0,2,2,4,4,2,3,"Ja",1,2,1,1,2,4,4,4,0.8,6.666666666666667,1.666666666666667,3,4,5,8,0.2879637807366476,1.0870766219801753
32,"1kg1kumx012g5us1",1,"2023-12-28T11:16:11Z","C1",22,"männlich",1,2,3,3,4,3,1,0,2,0,3,2,4,2,3,1,4,2,6,1,5,5,5,0,0,5,0,"Ja",4,5,5,5,5,2,0,1,4.8,2,5,0.666666666666667,1,7,3,0.27504715190232226,1.2051637561098176
134,"w2mqxuw3gmt13uhn",2,"2023-12-29T18:29:20Z","C1",29,"weiblich",4,6,4,3,3,1,3,2,0,4,4,3,1,3,1,4,2,4,1,5,1,2,3,2,3,1,3,"Ja",2,1,3,2,2,4,3,3,1.4,4.666666666666667,2.166666666666667,3.666666666666667,3.333333333333333,6,4,0.26812264323491614,1.2735470250560117
241,"0g8t7w6nys4sg8c5",3,"2024-01-04T08:38:57Z","C1",56,"weiblich",8,8,8,4,4,4,4,4,1,4,2,1,1,4,0,4,0,6,0,6,0,3,3,3,3,3,3,"Ja",0,0,2,2,2,3,3,4,0,8,2.5,4,3.333333333333333,7,7,0.2808625054153111,1.4233134962881269
242,"u4wz39l2gfb9rhgj",3,"2024-01-04T11:48:45Z","C2",22,"weiblich",8,9,7,3,3,4,2,3,1,3,4,1,1,1,1,4,3,2,1,5,0,4,4,5,2,4,4,"Ja",4,1,0,3,1,3,3,3,1.8,8,2.666666666666667,3,3,7,4,0.2737165974628145,1.5994397682031283
135,"ox3qkxy42m3rao63",2,"2024-01-04T18:15:38Z","C1",33,"männlich",8,8,8,1,1,1,3,2,2,2,4,1,1,2,1,1,3,3,2,5,1,3,3,2,2,4,2,"Ja",3,1,3,3,3,2,3,3,2,8,3.166666666666667,2,2.666666666666667,5,4,0.2668673811205675,1.5985345119075862
137,"qw8jtz0ptwyrqt22",2,"2024-01-04T18:20:04Z","C2",20,"männlich",2,7,1,4,1,4,0,3,2,0,3,4,1,3,4,3,5,1,4,1,5,2,2,3,2,1,3,"Ja",5,5,2,3,2,2,3,0,4.8,3.333333333333333,2,1,1.666666666666667,4,5,0.2658169570309227,1.4927182073473515
138,"ufgbrdkx8w8vmxg3",2,"2024-01-04T18:43:27Z","C1",25,"männlich",7,5,8,4,4,4,4,3,0,4,4,3,1,3,1,3,1,5,0,5,0,4,4,4,3,1,4,"Ja",1,1,1,2,1,4,3,3,0.6,6.666666666666667,2.166666666666667,3.666666666666667,3.333333333333333,6,3,0.2546287833294844,1.5872490113317672
139,"lrszlzo92sja9dtq",2,"2024-01-04T18:47:38Z","C1",30,"weiblich",8,8,8,4,4,3,1,2,2,3,4,3,0,1,1,3,1,4,2,2,0,4,4,2,1,5,2,"Ja",2,4,3,4,3,2,4,3,1.8,8,3.833333333333333,2.333333333333333,3,4,6,0.2595298089856375,1.4825049822998924
243,"5uv48pfj9mpta8h5",3,"2024-01-05T09:45:32Z","C2",21,"männlich",8,9,9,3,2,2,3,3,1,3,3,2,0,2,4,3,1,5,2,5,0,4,3,3,2,3,2,"Ja",1,1,2,3,3,3,4,0,1,8.666666666666666,3,3,2.333333333333333,5,6,0.2646364717654682,1.4814520976736292
140,"a7gyum0vwtl7krs2",2,"2024-01-05T15:22:58Z","C2",28,"männlich",3,3,2,1,2,3,1,2,1,1,4,2,2,3,3,2,4,1,3,2,3,2,1,1,2,3,2,"Ja",5,4,4,3,3,3,2,1,3.8,2.666666666666667,2.666666666666667,1.333333333333333,2,4,5,0.26363290731164746,1.3866301926594022
141,"c793awdpkn9dqsbc",2,"2024-01-05T15:32:58Z","C2",25,"männlich",10,8,10,4,2,4,3,2,3,3,4,2,2,3,3,3,1,3,2,4,0,1,2,2,4,1,3,"Ja",3,2,3,1,2,1,2,1,1.6,9.333333333333334,1.666666666666667,3,1.333333333333333,6,6,0.26895374408439915,1.4713399270084948
142,"8bydy8kyzzpfojur",2,"2024-01-05T15:48:40Z","C2",28,"weiblich",9,8,9,3,4,3,3,3,2,3,4,2,3,2,1,3,4,3,4,4,1,3,4,4,3,2,4,"Ja",3,2,1,2,1,2,1,3,2.8,8.666666666666666,2.166666666666667,3,2,7,3,0.2574371473978743,1.6564865790827978
33,"nxz5o5r0jlqyl8zo",1,"2024-01-05T16:01:14Z","C1",22,"männlich",3,5,3,2,1,2,2,2,3,3,3,2,0,2,3,2,2,3,4,2,5,3,4,4,3,3,2,"Ja",3,4,1,2,3,1,4,1,3.6,3.666666666666667,2.666666666666667,2.333333333333333,2,5,2,0.2432040737371777,1.655608951696321
34,"72punsuysxtz73ej",1,"2024-01-05T16:34:19Z","C2",28,"weiblich",5,6,6,4,4,4,3,3,2,3,4,4,1,2,3,3,2,4,4,4,1,5,5,4,1,1,1,"Ja",2,2,1,4,4,2,3,1,2.2,5.666666666666667,3.333333333333333,3,2,5,7,0.2538383215347226,1.6547257076294852
143,"v1xeezfcov8rltum",2,"2024-01-05T17:43:55Z","C2",22,"weiblich",3,2,5,2,2,1,3,2,1,3,4,2,1,3,0,4,3,2,4,2,2,4,4,2,1,4,1,"Ja",4,4,3,4,4,3,3,4,3.4,3.333333333333333,3.833333333333333,3.333333333333333,3.333333333333333,7,5,0.25290700359848217,1.8744237232321683
35,"swhlgxk1vy6gpmwc",1,"2024-01-05T20:12:14Z","C1",22,"weiblich",4,7,5,4,1,3,4,3,1,4,4,3,0,2,0,0,0,4,2,5,0,2,2,5,2,5,2,"Ja",2,1,0,3,3,3,4,4,1,5.333333333333333,2.5,2.666666666666667,3.666666666666667,5,3,0.24276241543434735,1.8737727794681478
144,"h826757dpl79mngy",2,"2024-01-06T12:32:22Z","C2",20,"männlich",4,4,4,4,4,4,3,1,2,2,1,2,1,3,1,2,2,4,2,3,4,3,2,4,4,5,4,"Ja",2,3,1,1,1,2,3,3,2.6,4,2.166666666666667,2.333333333333333,2.666666666666667,5,6,0.24721905562773472,1.87311245040858
36,"1wn6j1cqczb7bmtt",1,"2024-01-06T13:36:38Z","C2",24,"männlich",5,5,6,4,4,4,4,3,1,4,3,2,1,4,1,3,1,4,2,3,2,2,3,3,1,3,3,"Ja",2,3,2,4,2,3,3,3,2,5.333333333333333,2.666666666666667,3.666666666666667,3,3,5,0.24632876392941577,1.6121016455107011
145,"e27xfleuj8n79ppr",2,"2024-01-06T15:47:09Z","C1",57,"männlich",7,7,7,4,4,4,2,4,3,1,4,0,1,3,1,3,5,5,4,4,1,1,3,3,1,2,2,"Ja",1,2,2,4,3,1,3,3,2.6,7,2.5,2,2.333333333333333,5,6,0.2509598054452421,1.6111558587572266
146,"sk5wa5pdym9aao2o",2,"2024-01-06T16:34:22Z","C2",38,"weiblich",5,4,5,2,1,0,1,2,1,1,3,2,1,3,1,2,3,4,2,4,1,3,4,2,2,3,2,"Ja",2,2,3,3,3,3,3,3,2,4.666666666666667,3.166666666666667,1.333333333333333,3,4,5,0.2500769380405788,1.5046462937578367
148,"by68surx457ntj3a",2,"2024-01-06T21:44:17Z","C2",24,"weiblich",3,3,2,0,4,3,2,0,1,2,3,4,1,0,2,3,5,0,1,2,1,3,4,1,1,2,2,"Ja",6,4,4,4,3,3,3,2,3.4,2.666666666666667,3.333333333333333,2.333333333333333,2.666666666666667,4,2,0.23655402600408257,1.40825202444935
149,"ghrkgptx8w1opjyd",2,"2024-01-06T23:27:27Z","C1",36,"männlich",5,7,4,4,4,4,2,2,2,3,2,3,2,3,1,4,5,1,4,4,3,1,1,4,4,1,4,"Ja",5,2,1,1,1,2,2,3,3.8,5.333333333333333,1,3,2.333333333333333,5,4,0.23132486830907295,1.4071305715818145
37,"aylrpqputoetd2x7",1,"2024-01-07T10:30:44Z","C1",20,"männlich",5,3,3,3,1,1,3,1,3,2,4,2,1,2,2,2,4,2,2,0,1,3,3,2,2,3,2,"Ja",4,6,3,3,3,1,3,2,3.4,3.666666666666667,3,2.333333333333333,2,3,7,0.24101658389090638,1.2360074100255465
38,"hux3kh64xx9yxjcs",1,"2024-01-07T10:31:50Z","C2",19,"weiblich",2,3,5,2,3,1,2,1,1,3,4,1,1,2,0,3,2,4,2,3,0,2,3,1,2,4,3,"Ja",2,3,4,3,2,3,3,4,1.8,3.333333333333333,3,2.666666666666667,3.333333333333333,4,4,0.23563547978497998,1.1641177648652195
39,"jqc3g1px6ytsj7r0",1,"2024-01-07T10:53:31Z","C1",19,"weiblich",2,7,3,4,4,2,2,2,1,2,4,1,2,2,2,3,3,3,5,2,1,3,3,2,1,4,1,"Ja",3,4,3,4,4,3,2,2,3.2,4,3.5,2.333333333333333,2.333333333333333,6,7,0.245616034808232,1.228453332847615
40,"cvjvva90th4dehl5",1,"2024-01-07T11:04:41Z","C1",19,"weiblich",5,7,3,3,3,3,2,2,2,3,3,4,1,2,1,3,1,3,4,3,2,3,4,4,1,4,2,"Ja",3,3,1,4,3,2,3,3,2.6,5,3.166666666666667,2.666666666666667,2.666666666666667,5,4,0.24007631945521735,1.227227375888657
150,"5hrqzy7r2rj7c0yr",2,"2024-01-07T11:25:22Z","C2",28,"weiblich",10,8,10,4,0,0,3,3,2,3,4,3,2,3,0,4,0,6,0,4,0,2,2,3,3,3,3,"Ja",0,2,2,2,2,2,2,4,0.4,9.333333333333334,2.166666666666667,3.333333333333333,2.666666666666667,2,6,0.24447380740790442,1.0239086213044382
41,"u52s7h3h0hjcx708",1,"2024-01-07T11:26:09Z","C1",20,"männlich",5,3,3,2,1,0,1,1,2,2,4,3,2,3,2,2,1,6,1,2,0,1,2,5,4,2,3,"Ja",0,4,0,1,2,2,2,2,1.2,3.666666666666667,1.333333333333333,1.666666666666667,2,5,10,0.27723602686470616,1.022611669738642
42,"s51gpx87ga4tbvrb",1,"2024-01-07T12:09:02Z","C2",21,"männlich",9,6,5,2,1,1,3,1,1,3,4,2,1,2,1,4,2,3,3,3,0,4,3,2,2,4,2,"Ja",3,3,3,3,3,3,3,3,2.2,6.666666666666667,3.333333333333333,3.333333333333333,3,4,6,0.28275399317845606,0.9689688944562084
43,"dwaslhxsv8bm21lp",1,"2024-01-07T12:43:23Z","C1",20,"weiblich",4,6,4,3,4,4,4,1,1,2,3,4,1,0,3,4,4,3,6,1,5,5,5,3,1,5,1,"Ja",3,5,2,4,4,3,3,1,4.6,4.666666666666667,4.166666666666667,3.333333333333333,2.333333333333333,3,4,0.2759476004689058,0.8731265854539498
44,"amw613fj305juplt",1,"2024-01-07T12:47:02Z","C1",19,"weiblich",8,7,6,4,3,3,2,3,2,4,4,3,2,3,1,3,2,5,2,4,2,4,4,2,2,4,2,"Ja",1,2,3,3,3,2,2,3,1.8,7,3.5,3,2.333333333333333,5,4,0.26940753857166716,0.8718285825566965
45,"qov8b78bybn936o6",1,"2024-01-07T13:33:30Z","C2",20,"weiblich",2,4,3,4,4,1,3,2,3,3,4,0,3,4,0,4,1,1,4,2,3,5,5,3,0,5,1,"Ja",5,4,2,5,4,1,1,4,3.4,3,4.333333333333333,3.333333333333333,2,6,8,0.28887841574294976,0.9123415549336245
46,"93e5xfnt76e4mkho",1,"2024-01-07T22:23:30Z","C2",20,"männlich",3,2,6,4,4,2,3,3,1,4,4,2,1,1,2,2,4,5,1,2,0,5,5,2,1,1,1,"Ja",1,4,3,4,4,3,3,2,2,3.666666666666667,3.666666666666667,3,2.666666666666667,4,6,0.2948161255302875,0.8672978878622257
151,"ooe9afvxfv60whm3",2,"2024-01-08T10:04:33Z","C1",29,"männlich",4,3,3,1,1,0,3,2,1,2,4,3,1,3,2,3,3,4,3,5,1,4,4,4,2,4,3,"Ja",2,1,1,3,2,3,3,2,2,3.333333333333333,3,2.666666666666667,2.666666666666667,3,5,0.2939474896193655,0.7867375440725638
47,"w6w6m1svfcubn8o4",1,"2024-01-08T10:57:52Z","C1",41,"weiblich",10,7,10,4,4,4,3,2,1,4,4,1,0,2,0,4,1,5,0,5,0,3,3,2,2,3,2,"Ja",1,1,3,3,3,3,4,4,0.6,9,3,3.666666666666667,3.666666666666667,4,5,0.2930871354849942,0.750976804670328
152,"fs6b27y4q1zrvjet",2,"2024-01-08T13:42:15Z","C2",23,"weiblich",3,3,7,3,1,1,3,3,1,3,4,2,0,3,0,3,2,5,2,2,0,1,2,3,1,3,3,"Ja",1,4,2,4,2,3,4,4,1.8,4.333333333333333,2.333333333333333,3,3.666666666666667,5,4,0.28588260980108465,0.7497288288849631
48,"mwfr5s0unz9canaf",1,"2024-01-08T17:02:25Z","C1",49,"weiblich",10,10,10,4,4,4,2,2,1,3,4,3,2,3,1,4,2,5,0,3,0,4,4,4,3,4,3,"Ja",1,3,1,2,2,3,2,3,1.2,10,2.833333333333333,3,2.666666666666667,9,6,0.29179727068401967,0.8829219826653222
153,"kt29aj5wggf8557e",2,"2024-01-08T20:41:39Z","C1",21,"männlich",6,1,4,4,4,4,1,2,2,3,4,1,2,1,2,3,2,3,0,3,0,0,1,1,3,3,2,"Ja",3,3,4,2,3,2,2,2,1.6,3.666666666666667,2.166666666666667,2.333333333333333,2,3,6,0.2979567404243418,0.8020466329337222
154,"ok5m5tsrd4ovvqqo",2,"2024-01-08T21:30:05Z","C2",54,"weiblich",6,6,7,3,2,2,3,1,1,3,4,2,3,1,1,3,1,3,1,2,1,2,1,2,2,1,2,"Ja",3,4,3,3,3,3,1,3,2,6.333333333333333,2.166666666666667,3,2.333333333333333,8,3,0.2846238109802177,0.9091983651373832
155,"5l0zv8vr50op8eu0",2,"2024-01-08T21:37:14Z","C2",34,"männlich",8,5,5,3,3,3,3,2,1,3,3,2,1,2,0,3,1,3,2,4,0,3,3,4,3,2,4,"Ja",3,2,1,2,1,3,3,4,1.6,6,2,3,3.333333333333333,4,3,0.272368031847681,0.8661414911582592
156,"fhfv1pohwp2gj5vv",2,"2024-01-08T21:39:55Z","C2",29,"männlich",7,5,6,4,3,4,2,2,2,2,3,2,1,3,3,1,2,3,4,3,2,1,1,3,4,1,4,"Ja",3,3,2,1,1,2,3,1,2.8,6,1.166666666666667,1.666666666666667,2,7,4,0.2660188840377987,0.9449292645357577
157,"y9kxme3hug3xpr5v",2,"2024-01-08T21:56:20Z","C1",28,"weiblich",7,8,9,4,4,4,3,2,1,2,3,3,1,3,1,3,3,5,2,5,1,4,4,3,4,1,3,"Ja",1,1,2,1,2,3,3,3,1.6,8,2.333333333333333,2.666666666666667,3,5,7,0.2777728985110988,0.9437034646036325
158,"asvsk17fb5gc15u7",2,"2024-01-08T22:02:07Z","C1",26,"weiblich",9,5,8,3,3,3,4,3,2,2,4,3,1,3,1,3,1,4,5,3,0,4,4,2,2,4,2,"Ja",2,3,3,3,3,2,3,3,2.2,7.333333333333333,3.5,3,2.666666666666667,6,5,0.2769907999629402,0.9877270841824293
159,"yteabhvkb2axfqw3",2,"2024-01-08T22:03:48Z","C2",26,"weiblich",5,2,4,2,3,1,1,1,2,2,3,2,1,1,3,2,4,2,1,3,2,3,3,2,1,3,3,"Ja",4,3,3,4,2,2,3,1,2.8,3.666666666666667,3,1.666666666666667,2,3,6,0.2825921343084704,0.8931010691199306
160,"2n912h3xhwpu6gbq",2,"2024-01-08T22:06:44Z","C1",26,"weiblich",6,4,6,1,1,2,1,0,2,1,3,4,1,2,1,3,5,2,5,5,4,3,2,3,3,2,3,"Ja",4,1,2,2,2,2,3,3,3.8,5.333333333333333,2.166666666666667,1.666666666666667,2.666666666666667,7,4,0.27583519466300815,0.9752560715458286
161,"wnt5vtj27ltj6vr2",2,"2024-01-08T22:10:44Z","C1",24,"männlich",8,8,8,3,3,2,2,3,1,3,3,3,0,3,0,4,0,5,0,4,0,2,2,3,3,2,3,"Ja",1,2,2,2,2,3,4,4,0.6,8,2,3,3.666666666666667,6,5,0.2750732744249059,1.021254773222526
162,"jm6ay3uhkvnehcja",2,"2024-01-08T22:20:32Z","C2",22,"weiblich",4,7,3,1,3,3,2,2,2,2,3,1,2,1,2,2,2,3,0,4,0,3,3,2,3,2,2,"Ja",3,2,3,2,3,2,2,2,1.4,4.666666666666667,2.666666666666667,2,2,2,6,0.28065603722300153,0.876520790460248
163,"7zq822jzuwml55lc",2,"2024-01-08T22:31:05Z","C2",28,"weiblich",5,4,3,4,4,0,2,2,1,2,2,2,1,3,1,3,4,4,1,3,0,3,3,3,2,3,2,"Ja",2,3,2,3,3,3,3,3,2,4,2.833333333333333,2.333333333333333,3,4,5,0.27989653298537126,0.8365430976351304
164,"pl57ac33mpfm9jj2",2,"2024-01-08T22:31:53Z","C2",28,"männlich",5,0,5,4,0,0,4,4,0,4,4,0,0,4,0,4,0,6,0,2,0,0,0,5,5,0,5,"Ja",0,4,0,0,0,4,4,4,0.8,3.333333333333333,0,4,4,5,4,0.2732098076994802,0.835364387865756
165,"1vy1apbgnr9qmpuf",2,"2024-01-09T04:58:51Z","C2",26,"weiblich",5,5,5,3,2,1,1,2,1,2,4,1,2,2,0,3,3,4,2,4,0,3,4,3,1,5,3,"Ja",2,2,2,4,2,3,2,4,1.8,5,3.333333333333333,2,3,6,3,0.2616977389285226,0.8712027149657388
166,"hy6fhqohxlp5od8q",2,"2024-01-09T05:23:11Z","C2",27,"männlich",4,3,10,4,4,1,2,0,2,3,4,4,2,3,4,4,3,2,1,4,2,0,0,0,4,1,5,"Ja",4,2,5,1,0,2,2,0,2.4,5.666666666666667,1.166666666666667,3,1.333333333333333,5,2,0.2469586504672456,0.8700307911605311
167,"tb22vdm2gahvzptm",2,"2024-01-09T08:05:52Z","C2",34,"männlich",5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,"Ja",1,1,1,1,1,1,1,1,3.4,4.333333333333333,2.5,3,1,6,2,0.23384988825026587,0.9083445232272438
168,"qpbmtl74ncqpcg3s",2,"2024-01-09T09:05:06Z","C2",27,"männlich",10,10,10,4,4,4,4,4,4,4,4,2,1,4,4,4,4,0,6,0,6,4,4,3,4,2,2,"Ja",6,6,2,1,3,0,3,0,5.6,10,2.666666666666667,4,1,6,5,0.2331999195571482,0.949349920159933
169,"nnq0uvj7hd5hxmp2",2,"2024-01-09T11:38:09Z","C2",29,"weiblich",7,6,5,2,3,1,2,1,2,1,3,3,1,2,1,3,6,4,5,3,0,3,3,5,3,2,3,"Ja",2,3,0,2,2,2,3,3,3.2,6,2,2,2.666666666666667,5,7,0.24247485084440012,0.9481881899263981
244,"xl1br93axmf166e8",3,"2024-01-09T11:42:03Z","C2",22,"weiblich",3,3,3,1,1,0,3,2,3,3,4,4,1,4,3,2,5,3,4,2,4,3,3,3,3,3,3,"Ja",3,4,2,2,2,1,3,1,4,3,2.5,2.666666666666667,1.666666666666667,4,6,0.24682815396865143,0.9028889323044715
245,"8jwtfpzp6rtthz29",3,"2024-01-09T11:49:16Z","C2",36,"männlich",6,6,7,4,0,0,3,1,2,3,3,3,0,4,2,2,3,3,4,4,1,1,1,4,4,0,4,"Ja",3,2,1,1,1,2,4,2,2.6,6.333333333333333,0.833333333333333,2.666666666666667,2.666666666666667,2,3,0.23739906823263923,0.7834599422934204
49,"c1cy2s124lton0p6",1,"2024-01-09T12:20:07Z","C1",21,"männlich",9,10,10,4,3,3,4,3,1,4,3,3,3,3,4,4,1,4,1,4,0,5,5,4,1,1,1,"Ja",2,2,1,4,4,3,1,0,1.2,9.666666666666666,3.333333333333333,4,1.333333333333333,5,7,0.24691879246597984,0.7823379277162122
50,"cxmvdryo46m0ux5l",1,"2024-01-09T12:25:44Z","C1",33,"weiblich",8,5,8,3,2,3,3,3,3,3,3,1,1,2,2,2,0,5,0,5,0,0,1,2,1,2,2,"Ja",1,1,3,4,3,1,3,2,0.4,7,2.166666666666667,2.666666666666667,2,5,3,0.23752125750448644,0.7812217079447068
246,"u04elz232r31od0p",3,"2024-01-09T12:33:01Z","C1",23,"männlich",6,7,8,3,3,2,3,2,1,3,3,2,1,3,0,4,1,4,1,4,1,3,3,3,2,1,1,"Ja",2,2,2,3,4,3,3,4,1.4,7,2.666666666666667,3.333333333333333,3.333333333333333,2,2,0.22544033531334415,0.6865233758995481
170,"bv60h4cy7pftw4m1",2,"2024-01-09T12:53:46Z","C1",24,"weiblich",6,7,9,3,4,1,1,1,1,3,4,4,1,1,2,3,3,3,1,5,3,4,4,5,2,3,1,"Ja",3,1,0,3,4,3,3,2,2.2,7.333333333333333,3,2.333333333333333,2.666666666666667,3,4,0.22096060956908162,0.6340607199938868
51,"gafho2tnbw3hkd16",1,"2024-01-09T13:07:19Z","C1",20,"weiblich",8,9,9,3,4,3,4,3,4,3,4,2,1,2,4,3,4,3,3,4,1,5,4,1,2,2,1,"Ja",3,2,4,3,4,0,3,0,2.6,8.666666666666666,3.666666666666667,3.333333333333333,1,7,3,0.21333838069152858,0.6813314172990776
247,"84kt8ocrbe3geezv",3,"2024-01-09T13:35:44Z","C1",22,"weiblich",5,4,6,4,4,4,1,1,0,2,2,3,0,2,2,3,4,3,3,2,0,5,5,3,1,5,1,"Ja",3,4,2,4,4,4,4,2,2.8,5,4.166666666666667,2,3.333333333333333,6,6,0.2167091968749043,0.7068549048365411
248,"3xo8xy6he8ozxc7h",3,"2024-01-09T13:44:13Z","C2",29,"weiblich",10,6,10,4,2,2,3,3,2,3,4,4,3,2,1,4,1,4,0,6,0,5,5,3,2,4,3,"Ja",2,0,2,3,2,2,1,3,0.6,8.666666666666666,3.5,3.333333333333333,2,5,3,0.209355105242299,0.7057908635248684
249,"5b1k1c6ymdkwfmzb",3,"2024-01-09T14:13:49Z","C1",26,"weiblich",4,6,7,1,1,1,4,1,2,3,4,3,1,3,1,4,0,3,1,5,2,3,2,3,1,3,4,"Ja",3,1,2,4,1,2,3,3,1.4,5.666666666666667,2.5,3.666666666666667,2.666666666666667,7,4,0.2054123316006984,0.7616169882138706
250,"7pjztqlectoj0qxw",3,"2024-01-09T14:36:17Z","C1",32,"weiblich",8,7,9,4,3,1,2,3,1,4,4,3,0,2,0,4,0,5,0,6,0,3,3,2,2,2,4,"Ja",1,0,3,3,1,3,4,4,0.2,8,2.5,3.333333333333333,3.666666666666667,6,6,0.20856469909876507,0.7920864940422662
251,"gmvj2ajbeev401cr",3,"2024-01-09T14:42:21Z","C1",20,"männlich",2,2,2,4,4,4,2,2,1,2,3,3,0,2,1,3,1,4,1,4,1,4,4,1,2,4,2,"Ja",2,2,4,3,3,3,4,3,1.4,2,3.666666666666667,2.333333333333333,3.333333333333333,6,7,0.21604512447140659,0.8245200257520652
52,"3vevez05hhlusj0d",1,"2024-01-09T14:43:31Z","C1",22,"weiblich",3,3,1,1,1,0,1,0,2,2,2,2,2,1,2,2,3,2,3,5,2,5,5,1,1,0,0,"Ja",4,1,4,4,5,2,2,2,2.6,2.333333333333333,3.833333333333333,1.666666666666667,2,6,4,0.21189650363087226,0.8590786109871134
252,"663ta4e4zk3266f0",3,"2024-01-09T14:44:30Z","C1",20,"weiblich",7,7,9,3,1,1,3,3,2,4,4,3,1,3,1,3,1,5,1,4,0,4,4,2,2,4,2,"Ja",1,2,3,3,3,2,3,3,1,7.666666666666667,3.5,3.333333333333333,2.666666666666667,8,3,0.20483298269546357,0.9727290181268391
253,"6ho3cmrafkxgqw17",3,"2024-01-09T14:58:08Z","C2",25,"weiblich",9,8,9,1,1,1,2,2,3,2,4,2,2,1,2,3,1,5,1,5,2,3,4,3,2,3,2,"Ja",1,1,2,3,3,1,2,2,1.2,8.666666666666666,3,2.333333333333333,1.666666666666667,5,4,0.20104276008410552,0.9716343737608982
254,"ulxv6az1kvb2rvzu",3,"2024-01-09T15:00:15Z","C1",19,"weiblich",3,6,3,2,3,3,2,1,2,1,3,1,3,0,3,1,6,1,5,2,5,5,5,3,0,4,0,"Ja",5,4,2,5,5,2,1,1,5,4,4.333333333333333,1.333333333333333,1.333333333333333,2,4,0.19736716979001148,0.8418821620417343
