"CASE","Datum","Uhrzeit","DE01","DE01_03","DE02_01","DE03","DE04","DE04_02","DE04_03","DE06","DE07","DE05","DE05_06","DE09","DE09_08","DE10","DE10_02","DE18","PA01_01","PA01_02","PA01_03","PA01_04","PA01_05","PA01_06","PA01_07","PA01_08","PA01_09","PA02_10","PA02_11","PA02_12","PA02_13","PA02_14","PA02_15","PA02_16","PA02_17","PA02_18","CPUI_Score","PE02_01","PE02_02","PE02_02r","PE02_03","PE02_03r","PE02_04","PE02_05","PE02_06","PE02_07","PE02_07r","PE02_08","PE02_08r","PE02_09","PK01","PK02","PK03","PK04","PK05","PT01","PT02","PT03","PT04_01","SC01","SW01_01","SW01_02","SW01_03","SW01_04","SW01_05","SW02_06","SW02_07","SW02_08","SW02_09","SW02_10","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","sums","BF"
910,"11.01.2018","21:14:37",2,"",22,1,3,NA,4,2,NA,1,"",7,"",1,"",276,1,1,1,1,3,2,7,1,1,7,4,4,4,3,2,1,3,4,"2.777777778",4,2,4,4,2,4,4,3,2,4,2,4,3,1,5,4,1,1,3,3,3,"Um den Einfluss von Pornographie auf das alltägliche Leben? Kein Ahnung, wenn ich das wüsste hätte ich wohl auf Psychologie studiert...",2,3,3,3,2,3,3,4,4,3,4,"43111.89156",1,0,13,13,0,0,1.13,12,19,1.8881484647103164
911,"11.01.2018","21:23:06",1,"",22,1,2,16,NA,4,NA,3,"",5,"",1,"",276,1,2,1,1,1,5,5,4,7,6,1,1,1,1,1,1,2,1,"2.333333333",3,1,5,4,2,4,4,3,4,2,2,4,2,1,5,3,1,1,2,4,4,"Es geht um den Zusammenhang von Persönlichkeit (Big Five?) und Pornographie-Konsum. Zusätzlich werden die demographischen Daten auf den Konsum bezogen bzw damit in Zusammenhang gebracht.",2,2,3,3,2,2,3,3,2,2,3,"43111.89648",1,0,13,13,0,0,1.14,9,23,1.7851430632110983
912,"11.01.2018","21:33:20",3,"keine Angabe",22,1,3,NA,2,4,NA,6,"homosexuell mit bisexuellem Interesse",5,"",1,"",276,1,1,1,2,1,1,3,1,5,5,1,1,1,1,7,1,1,1,"1.944444444",5,1,5,1,5,5,5,3,4,2,4,2,3,1,5,3,1,1,2,3,3,"pornosucht zu untersuchen",NA,3,2,2,2,3,2,3,2,3,2,"43111.90609",1,0,13,13,2,2,0.78,4,25,1.784213313300051
917,"11.01.2018","21:51:48",2,"",26,3,1,NA,NA,NA,6,6,"Pansexuell",7,"",2,"Katholisch",250,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,"6.333333333",5,1,5,1,5,5,5,5,1,5,1,5,5,1,1,2,2,1,2,1,3,"Es geht um die auswirkungen von Pornographie auf unser Leben.
Ich fand die Bilder nicht so gut, war überwiegend Erotik",2,1,3,2,4,1,4,4,4,4,3,"43111.9206",1,0,13,13,0,0,0.76,2,25,1.7832826152599157
918,"11.01.2018","22:06:00",2,"",27,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,1,1,3,5,3,4,1,5,7,4,1,1,3,1,1,1,4,"2.611111111",4,1,5,3,3,3,4,3,3,3,3,3,3,1,2,4,1,1,3,4,4,"Internet Pornographiesucht",2,3,3,3,3,3,3,3,3,3,3,"43111.92662",1,0,13,13,0,0,1.13,11,19,1.5058239701637615
921,"11.01.2018","23:11:10",2,"",20,1,1,NA,NA,NA,4,1,"",5,"",2,"Christentum",276,1,1,1,1,2,1,3,2,1,7,2,1,1,2,2,1,2,1,"1.777777778",5,1,5,1,5,4,4,4,1,5,1,5,2,1,3,2,1,1,3,4,4,"Gute Frage, vermutlich um zu überprüfen, ob der Konsum von Pornographie Auswirkungen auf das Selbstbewusstsein hat oder so? ",2,3,3,3,3,3,3,3,3,3,3,"43111.97193",1,0,13,13,0,0,1.08,9,25,1.5048132497025932
922,"11.01.2018","23:29:32",2,"",19,1,1,NA,NA,NA,3,1,"",5,"",1,"",276,1,1,1,1,7,4,7,1,7,5,1,1,7,4,1,1,1,1,"2.888888889",5,1,5,2,4,2,4,5,1,5,1,5,1,1,3,3,3,3,4,4,4,"Keine Ahnung",2,3,3,2,2,3,4,3,4,3,3,"43111.98427",1,0,13,13,0,0,1.2,12,22,1.393729044712054
924,"11.01.2018","23:53:19",2,"",27,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,"1.666666667",2,2,4,3,3,4,3,3,4,2,4,2,1,1,7,5,1,3,1,4,4,"Was auch immer es war, eine qualitative Studie zu dem Thema hätte mehr Sinn gemacht....",2,4,4,4,4,4,4,4,4,4,4,"43112.00043",1,0,13,13,0,0,1.58,49,24,1.3595795998469418
925,"12.01.2018","00:15:54",1,"",23,1,2,8,NA,4,NA,3,"",5,"",1,"",276,1,1,1,2,2,1,5,1,7,6,1,7,1,1,1,1,1,1,"2.277777778",2,1,5,4,2,5,4,2,5,1,5,1,1,1,7,4,3,3,4,4,4,"Herauszufinden, ob es viele porno-süchtige Menschen gibt (bzw. deren Alltag bestimmt) und in vllt noch wie weit der Pornokomsum mit dem Selbstwertgefühl zusammenhängt?",2,3,4,3,2,2,3,4,3,2,3,"43112.02054",1,0,13,13,0,0,0.67,0,19,1.1721351593346854
927,"12.01.2018","01:05:23",2,"",30,1,3,NA,11,4,NA,1,"",7,"",1,"",276,1,6,1,1,5,2,4,6,1,7,5,1,2,4,2,1,1,2,"2.888888889",4,1,5,3,3,5,2,3,4,2,2,4,2,1,3,3,1,1,2,4,4,"Pornografiekonsum",2,2,3,2,2,2,1,2,2,2,2,"43112.0513",1,0,13,13,0,0,1.09,8,25,1.171091224408427
928,"12.01.2018","05:04:48",2,"",33,2,3,NA,7,4,NA,1,"",7,"",1,"",360,1,5,1,4,7,1,6,5,6,5,1,1,4,4,2,1,1,5,"3.333333333",4,1,5,1,5,4,4,4,1,5,1,5,4,1,4,2,1,1,1,4,4,"",2,4,4,3,3,4,4,4,4,4,4,"43112.21787",1,0,13,13,2,1,1.04,7,25,1.1700501396394551
929,"12.01.2018","08:20:45",1,"",26,1,3,NA,10,4,NA,1,"",7,"",2,"evangelisch ",276,1,1,1,1,5,5,7,1,2,5,1,1,1,1,1,1,1,1,"2.055555556",2,1,5,3,3,5,4,3,4,2,2,4,1,1,7,3,3,3,3,4,4,"",2,4,3,2,3,3,3,4,3,2,3,"43112.35704",1,0,13,13,2,1,0.73,2,25,1.1690118959440992
930,"12.01.2018","08:21:28",2,"",29,1,3,NA,6,3,NA,1,"",7,"",2,"ev.luth.",276,2,1,1,2,3,1,1,1,6,6,1,7,7,1,7,1,1,1,"2.777777778",2,1,5,2,4,5,5,3,5,1,2,4,1,1,3,4,1,1,2,4,3,"Pornografiezugänglichkeit/ -akkzeptanz",2,3,4,3,3,3,3,4,3,3,3,"43112.35494",1,0,13,13,0,0,1.06,6,28,1.2455262621565002
932,"12.01.2018","09:39:25",2,"",24,1,3,NA,2,4,NA,1,"",5,"",1,"",276,1,1,1,3,2,1,1,4,2,7,3,3,5,3,3,1,2,5,"2.666666667",4,1,5,1,5,4,4,4,1,5,1,5,3,1,3,3,1,1,3,4,4,"",2,3,4,3,3,3,3,4,3,3,3,"43112.4083",1,0,13,13,2,1,1.03,8,29,1.3576855985240504
935,"12.01.2018","10:13:19",2,"",24,1,2,28,NA,2,NA,1,"",7,"",2,"römisch katholisch",276,1,1,1,1,1,1,1,1,4,6,2,2,2,1,2,1,1,1,"1.666666667",4,1,5,1,5,4,4,3,4,2,2,4,2,1,3,4,1,1,2,4,4,"Veränderung des Meinuungsbildes bzw. der Selbstwahrnehmung nach dem Konsum erotischer Bilder ?",2,3,3,3,2,3,4,3,3,3,3,"43112.43102",1,0,13,13,0,0,1.37,18,27,1.420531656446513
937,"12.01.2018","10:25:07",2,"",29,1,3,NA,11,4,NA,1,"",5,"",1,"",276,1,1,1,2,3,5,2,1,5,2,3,3,2,2,6,1,1,2,"2.388888889",2,1,5,1,5,3,4,2,3,3,3,3,2,1,3,4,1,1,3,4,4,"Es geht womöglich um einen Ansatz, die Sucht nach Pornografie von ärzticher Seite anerkennen zu lassen.",2,3,3,3,3,3,3,3,3,3,3,"43112.44236",1,0,13,13,0,0,0.75,1,24,1.3856600544119586
938,"12.01.2018","10:25:09",2,"",21,1,2,10,NA,2,NA,1,"",5,"",2,"evangelisch",276,1,1,1,1,1,4,2,4,7,7,1,1,1,1,1,1,5,4,"2.444444444",4,1,5,1,5,5,3,5,5,1,1,5,4,1,3,3,1,1,3,4,4,"krankhafter Pornographiekonsum, Auswirkungen der Pornographie auf das soziale Umfeld etc",2,3,3,3,4,4,3,3,3,4,3,"43112.44038",1,0,13,13,0,0,1.35,21,25,1.3846465266405052
939,"12.01.2018","10:44:42",2,"",25,1,2,2,NA,4,NA,1,"",7,"",2,"römisch-katholisch",276,2,2,1,3,5,5,6,2,6,7,2,3,2,NA,4,1,2,2,"3.235294118",5,1,5,4,2,3,2,2,4,2,3,3,2,1,3,3,1,1,2,4,4,"",2,3,2,3,2,3,3,3,3,3,3,"43112.45366",1,0,13,13,3,3,1.16,15,26,1.4165163349704994
940,"12.01.2018","11:28:16",1,"",25,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,2,1,1,2,1,2,5,2,1,5,1,1,1,3,2,1,1,3,"1.944444444",4,1,5,2,4,3,4,2,5,1,1,5,1,1,5,3,1,1,3,4,4,"Ich habe keine Ahnung, aber ich würde vermuten darum, wie alltägliche Sachen/Probleme die Wahrnehmung von Erotik beeinflussen ",2,3,4,3,2,3,3,3,4,2,2,"43112.48303",1,0,13,13,0,0,1.34,18,23,1.3481331547905548
943,"12.01.2018","12:52:49",1,"",26,1,3,NA,1,4,NA,1,"",7,"",2,"evangelisch-lutherisch",276,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,1,1,"1.388888889",1,3,3,5,1,3,3,1,5,1,5,1,2,1,5,4,1,1,2,4,2,"um die Abhängigkeit von Pornographie bei Menschen",2,3,3,3,2,3,4,4,3,3,3,"43112.54172",1,0,13,13,0,0,1.31,17,28,1.4423442848328405
944,"12.01.2018","14:34:38",2,"",20,1,1,NA,NA,NA,5,1,"",5,"",2,"Evangelisch",276,3,4,1,5,7,2,5,1,5,7,1,1,3,2,3,3,3,1,"3.166666667",5,1,5,1,5,5,4,2,1,5,1,5,4,1,1,4,3,3,2,4,4,"Ich habe absolut keine Ahnung",2,3,4,3,2,2,2,4,3,2,3,"43112.61375",1,0,13,13,0,0,0.99,6,28,1.5460439831040986
945,"12.01.2018","14:55:36",2,"",25,1,1,NA,NA,NA,3,1,"",7,"",2,"Röm kath",276,1,1,1,1,7,4,7,1,1,7,1,1,1,1,1,1,5,2,"2.444444444",5,1,5,1,5,1,4,1,2,4,2,4,1,1,7,4,1,1,2,4,4,"",2,4,4,3,2,2,4,4,4,3,3,"43112.62815",1,0,13,13,2,1,1.19,17,18,1.286689322118243
948,"12.01.2018","16:14:20",2,"",26,1,3,NA,1,4,NA,1,"",5,"",1,"",276,3,1,1,6,2,1,1,4,4,7,2,1,1,1,7,1,1,3,"2.611111111",4,1,5,1,5,4,4,3,3,3,3,3,2,1,3,2,1,1,3,4,4,"Die Auswirkungen erotischer Bilder auf das Selbstbewusstsein bzw. die Selbsteinschätzung in Problemsituationen.",2,4,3,3,3,3,3,3,3,3,3,"43112.68317",1,0,13,13,0,0,0.97,4,21,1.1708656221593854
949,"12.01.2018","16:22:19",2,"",26,1,3,NA,2,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,"1.277777778",4,2,4,3,3,3,4,4,4,2,2,4,2,1,5,3,1,3,3,4,3,"",2,3,4,4,2,3,3,4,4,3,3,"43112.68781",1,0,13,13,2,1,1.15,11,25,1.1698601834928044
953,"12.01.2018","16:34:41",2,"",26,1,1,NA,NA,NA,5,3,"",7,"",1,"",276,1,1,1,1,1,1,1,1,6,6,2,1,1,1,1,1,1,1,"1.611111111",5,1,5,1,5,4,5,5,1,5,1,5,4,1,3,3,1,1,3,4,4,"Auswirkungen des Pornographiekonsums auf den Alltag",2,4,4,4,3,3,4,4,4,3,3,"43112.69683",1,0,13,13,0,0,1.04,7,22,1.0935409128346771
954,"12.01.2018","16:35:24",2,"",25,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,3,2,1,5,3,1,7,2,2,1,1,2,1,4,3,"2.277777778",3,1,5,5,1,4,3,2,5,1,4,2,2,1,3,4,1,1,3,4,4,"Es geht um darum wie der Konsum von Pornographie meine Selbsteinschätzung beeinflusst.",2,2,3,2,2,3,3,3,2,3,3,"43112.70359",1,0,13,13,0,0,0.63,1,22,1.0243861846899693
956,"12.01.2018","16:44:39",2,"",26,1,1,NA,NA,NA,5,1,"",1,"",1,"",276,1,3,1,3,3,1,3,3,3,7,1,2,2,1,1,1,1,5,"2.333333333",4,1,5,2,4,4,4,4,4,2,2,4,1,1,4,3,1,1,NA,NA,NA,"",2,3,3,3,2,2,NA,NA,NA,NA,NA,"43112.7062",0,0,12,12,0,0,1,11,26,1.0443984320632154
957,"12.01.2018","16:49:12",1,"",34,2,3,NA,8,4,NA,3,"",7,"",1,"",276,1,1,1,2,2,1,1,1,5,4,1,1,1,2,1,1,1,4,"1.722222222",2,1,5,4,2,4,4,5,2,4,2,4,1,1,5,5,1,1,3,4,4,"",2,3,4,3,3,2,2,3,3,3,4,"43112.70674",1,0,13,13,2,1,1.25,17,22,0.9797106785754309
958,"12.01.2018","16:54:33",2,"",25,1,2,5,NA,4,NA,1,"",7,"",2,"ev.-luth.",276,2,2,1,2,3,2,3,1,2,7,1,1,1,1,6,1,3,1,"2.222222222",3,1,5,3,3,4,4,3,4,2,1,5,2,1,3,5,1,1,3,4,4,"Auswirkungen von Pornografiekonsum auf das eigene Selbstwertgefühl.",2,3,4,3,3,3,3,3,3,4,3,"43112.71287",1,0,13,13,0,0,0.71,0,28,1.038069449690347
959,"12.01.2018","16:56:58",1,"",22,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,"1.666666667",2,1,5,5,1,5,3,3,1,5,1,5,1,1,6,5,1,1,1,4,3,"Pornografie",2,4,4,3,3,4,3,4,4,3,4,"43112.71179",1,0,13,13,0,0,1.08,9,25,1.0370927116562478
960,"12.01.2018","16:58:14",2,"",21,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,1,1,1,1,2,2,3,3,5,1,2,1,2,2,1,2,4,"1.944444444",2,2,4,4,2,2,1,2,4,2,3,3,1,1,7,5,1,1,2,4,4,"Selbstbewusstsein, Selbstwahrnehmung in Relation zu Konsum pornographischer Inhalte",2,3,3,3,2,3,3,3,4,3,3,"43112.7173",1,0,13,13,0,0,0.8,3,24,1.0148818427666069
961,"12.01.2018","17:03:15",1,"",22,1,3,NA,4,4,NA,2,"",7,"",2,"evanglisch",276,1,1,1,1,4,1,1,1,1,1,1,1,7,1,1,1,1,1,"1.5",2,2,4,5,1,3,2,1,5,1,2,4,1,1,7,5,3,3,3,4,4,"",2,3,3,4,3,3,3,4,3,3,4,"43112.71616",1,0,13,13,2,1,1.2,12,26,1.0346682396752915
963,"12.01.2018","17:07:00",2,"",24,1,3,NA,1,3,NA,1,"",7,"",1,"",276,1,1,1,4,7,7,7,3,5,7,3,7,1,2,1,3,1,5,"3.666666667",4,1,5,3,3,4,5,5,2,4,2,4,3,1,3,3,1,1,2,4,4,"Ohne die Haushaltsgegenstände etc. einordnen zu können - möglicherweise Auswirkungen von Pornographie auf Alltag, Leben, Empfinden ggü. Zukunftsängsten oder Problemen,...",2,3,4,3,2,3,3,4,3,2,3,"43112.72323",1,0,13,13,0,0,0.82,6,23,0.9914952195592377
965,"12.01.2018","17:13:16",2,"",27,1,2,6,NA,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,"1.5",4,1,5,1,5,3,4,2,3,3,3,3,1,1,3,3,1,1,1,4,2,"Sucht nach Pornografie.",2,3,4,2,3,3,3,4,3,3,3,"43112.72219",1,0,13,13,0,0,1.55,27,27,1.0308254524263933
967,"12.01.2018","17:17:07",2,"",25,1,3,NA,4,4,NA,1,"",7,"",1,"",356,1,1,1,1,2,1,1,4,7,7,4,1,1,1,4,1,7,4,"2.722222222",4,1,5,5,1,4,3,1,1,5,1,5,1,1,3,4,1,1,3,4,4,"I can only guess , but what I feel is how continuous consumption of pornography can lead to some sort of a problem . I mean being less attentive to other things but more on pornography.",2,3,4,3,2,3,4,3,4,4,3,"43112.73029",1,0,13,13,0,0,0.59,0,26,1.0511357584823127
968,"12.01.2018","17:18:53",2,"",23,1,3,NA,3,4,NA,1,"",7,"",2,"Christentum",276,1,1,1,1,1,6,7,1,6,7,2,5,3,1,7,1,1,6,"3.222222222",4,1,5,5,1,5,2,4,2,4,2,4,4,1,2,4,1,1,2,4,4,"Suchtpotential von pornographie
EInfluss von Pornographie auf die Stimmung des Konsumenten",2,3,4,3,1,2,3,3,3,3,3,"43112.72773",1,0,13,13,0,0,1.18,12,24,1.028430646895196
972,"12.01.2018","17:26:19",1,"",25,1,3,NA,5,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,4,2,1,7,1,1,7,1,1,1,"1.888888889",2,2,4,4,2,4,3,2,4,2,2,4,1,1,7,3,1,1,2,4,3,"",2,3,3,3,3,3,3,3,3,3,3,"43112.73433",1,0,13,13,2,1,0.72,1,18,0.8856417236102192
973,"12.01.2018","17:29:13",1,"",20,1,2,11,NA,4,NA,1,"",5,"",2,"Römisch-Katholisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,4,2,5,1,2,1,1,4,2,3,3,1,2,NA,NA,NA,1,3,4,4,"",2,3,4,3,3,3,3,3,3,3,4,"43112.73284",1,0,13,13,3,2,1.24,16,25,0.8847207435292563
975,"12.01.2018","17:29:24",2,"",21,1,1,NA,NA,NA,3,1,"",5,"",1,"",276,1,1,1,3,4,2,5,2,4,7,5,6,5,7,7,1,5,4,"3.888888889",3,2,4,4,2,3,1,1,4,2,4,2,1,1,2,3,1,1,3,4,4,"",2,4,4,3,4,4,3,3,3,3,3,"43112.73384",1,0,13,13,2,1,1.33,22,22,0.8341935378576413
978,"12.01.2018","17:39:58",2,"",32,2,3,NA,12,2,NA,1,"",7,"",1,"",398,1,6,1,6,5,3,7,7,1,7,5,4,5,5,6,3,4,4,"4.444444444",5,1,5,1,5,5,5,4,1,5,1,5,3,1,2,1,1,3,2,4,3,"---",2,4,4,3,3,3,3,2,3,3,3,"43112.7442",1,0,13,13,0,0,0.93,3,28,0.880017636256803
979,"12.01.2018","17:47:13",1,"",24,1,3,NA,5,2,NA,1,"",7,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,2,5,1,3,3,3,5,1,2,4,1,2,NA,NA,NA,1,2,4,4,"Wahrnehmung, Selbstwirksamkeit",2,3,3,3,3,3,3,3,3,3,3,"43112.74551",1,0,13,13,0,0,1.05,9,25,0.8791072687197194
982,"12.01.2018","18:21:16",2,"",24,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,3,1,1,3,3,3,6,1,1,4,1,1,1,1,1,1,4,5,"2.277777778",5,1,5,1,5,4,4,4,3,3,2,4,4,1,3,2,1,1,2,4,3,"Auswirkungen von Pornographie auf die Selbsteinschätzung",2,3,3,4,2,3,3,3,3,2,3,"43112.77172",1,0,13,13,0,0,0.98,10,27,0.9117802086186926
983,"12.01.2018","18:21:45",2,"",26,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,2,1,1,4,2,3,5,4,4,7,2,2,5,1,1,3,5,6,"3.222222222",5,1,5,3,3,5,4,2,4,2,2,4,2,1,3,4,1,1,2,4,3,"Wahrnehmung von Menschen als Darsteller in Pornographie, Objektifizierung",2,2,3,3,1,2,4,4,3,2,4,"43112.77308",1,0,13,13,0,0,0.7,1,26,0.9285326286867929
985,"12.01.2018","18:22:06",2,"",26,1,2,5,NA,2,NA,3,"",7,"",1,"",276,1,1,1,2,1,1,6,1,4,5,3,3,2,2,2,1,1,1,"2.111111111",4,1,5,2,4,4,4,3,3,3,3,3,1,1,2,4,2,2,3,4,4,"Um eine Veränderung des Selbstbildes nach pornographischem Konsum, da die gleichen Fragen (mit anderem Wortlaut) nach Darstellung der Bilder gestellt wurden, die eingangs abgefragt wurden.",2,3,3,3,3,3,3,3,3,3,3,"43112.77344",1,0,13,13,0,0,0.74,0,27,0.9640703843595047
987,"12.01.2018","18:23:06",2,"",25,1,1,NA,NA,NA,3,1,"",7,"",1,"",356,2,2,1,1,4,2,5,3,5,6,5,4,4,5,3,2,3,3,"3.333333333",4,1,5,1,5,4,4,3,2,4,2,4,4,1,2,3,1,1,2,3,3,"Wahrnehmung von Menschen gegenüber Pornografie",2,3,3,3,2,2,3,3,3,3,3,"43112.77135",1,0,13,13,0,0,1.12,12,27,1.0016807692058243
991,"12.01.2018","18:43:22",2,"",33,1,3,NA,1,3,NA,1,"",7,"",1,"",276,2,1,1,2,2,2,4,1,4,7,1,2,1,2,1,1,2,2,"2.111111111",3,1,5,4,2,2,2,1,4,2,4,2,1,1,3,3,1,1,2,4,4,"Suchtpotential von Internetpornographie; Untersuchung einer möglichen Korrelation zwischen Selbstwertgefühl und Konsumverhalten",2,3,3,3,2,3,3,2,3,3,3,"43112.7886",1,0,13,13,0,0,0.95,6,22,0.9409165316470278
994,"12.01.2018","18:55:28",2,"",30,1,3,NA,6,4,NA,1,"",7,"",1,"",276,1,3,1,3,3,2,5,1,1,6,1,2,1,2,1,1,2,4,"2.222222222",5,1,5,1,5,5,4,3,2,4,2,4,4,1,3,4,1,1,3,4,4,"zusammenhang selbstbewusstsein und pornografiekonsum",2,4,3,4,3,4,3,4,4,3,3,"43112.80139",1,0,13,13,0,0,0.99,7,24,0.921638165205468
998,"12.01.2018","19:07:14",2,"",25,1,3,NA,3,2,NA,1,"",5,"",1,"",276,2,1,1,1,1,1,2,1,2,5,2,2,6,2,2,1,2,1,"1.944444444",4,2,4,3,3,4,4,4,2,4,2,4,2,1,5,3,1,1,2,4,4,"",2,3,3,2,3,2,3,3,3,2,3,"43112.80168",1,0,13,13,2,1,1.43,28,35,1.1014469223745187
1003,"12.01.2018","19:22:00",2,"",25,1,2,5,NA,2,NA,1,"",7,"",1,"",276,1,1,1,1,6,6,7,1,1,6,1,1,2,2,5,1,1,1,"2.5",5,1,5,1,5,4,4,2,2,4,2,4,1,1,5,4,1,1,3,4,3,"Wirkte ein wenig so, als wären die Fragen am ende eine Wiederholung gewesen um zu testen wie sich mein Selbstvertrauen verändert hat. ",2,3,3,4,3,2,3,4,3,2,3,"43112.81313",1,0,13,13,0,0,1.04,6,30,1.215598987520334
1005,"12.01.2018","19:24:37",2,"",23,1,2,10,NA,4,NA,1,"",5,"",1,"",276,4,6,1,4,6,2,6,6,1,6,1,3,4,1,5,1,2,1,"3.333333333",4,1,5,1,5,3,3,2,4,2,4,2,2,1,3,2,1,1,2,4,4,"",2,4,4,3,3,3,4,4,4,3,3,"43112.81368",1,0,13,13,2,1,1.5,27,25,1.21465240957455
1007,"12.01.2018","19:40:54",2,"",24,1,3,NA,3,2,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,3,1,4,6,2,1,2,1,1,1,1,1,"1.666666667",3,1,5,2,4,4,4,3,4,2,4,2,2,1,4,4,1,1,3,4,4,"vermutlich Pornographie-Konsum?
ich bin noch etwas von den Kartons und dem Tacker zwischen den anderen Bildern verwirrt",2,3,4,3,3,3,3,3,3,2,3,"43112.82742",1,0,13,13,0,0,0.92,4,27,1.2663975214173158
1008,"12.01.2018","19:55:02",2,"",24,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,2,5,1,2,3,6,6,3,6,7,2,2,2,2,2,2,5,3,"3.388888889",4,1,5,3,3,4,5,4,2,4,2,4,4,1,2,3,3,1,2,4,3,"Steigern oder mindern Pornos das Selbstbewusstsein?
Wie verändern sie allgemein die Einbstellung eines Menschen?",2,2,3,2,2,3,2,3,3,2,3,"43112.84262",1,0,13,13,0,0,0.52,0,28,1.3494150330610473
1009,"12.01.2018","19:56:44",2,"apache",24,1,1,NA,NA,NA,4,1,"",5,"",2,"Agnostizismus",276,2,1,1,3,2,2,3,2,2,1,2,NA,6,2,2,1,4,3,"2.294117647",4,3,3,2,4,3,4,4,1,5,1,5,4,1,3,4,1,1,2,3,3,"Die BIlder waren sehr verwirrend stellenweise.
Pornographiekonsum und auswirkungen auf das alltäglcihe Leben",2,3,3,3,3,3,3,3,3,2,3,"43112.84692",1,0,13,13,2,2,0.6,5,26,1.3789900707675418
1011,"12.01.2018","20:00:37",2,"",23,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,1,7,3,7,1,1,6,2,6,5,1,5,1,1,1,"2.833333333",5,1,5,1,5,3,4,2,1,5,1,5,4,1,3,4,3,3,1,4,3,"weiß ich nicht ",2,3,3,4,2,3,4,3,3,3,3,"43112.84377",1,0,13,13,0,0,0.84,4,24,1.3467112395316247
1013,"12.01.2018","20:03:24",2,"",22,1,1,NA,NA,NA,5,1,"",7,"",2,"röm.-kath.",40,1,2,1,2,4,1,1,3,2,7,4,1,7,1,4,1,1,1,"2.444444444",3,1,5,1,5,3,4,2,1,5,1,5,2,1,1,3,1,1,3,4,3,"",2,4,4,4,3,3,4,4,4,4,4,"43112.84164",1,0,13,13,2,1,1.46,25,26,1.3762504300032459
1015,"12.01.2018","20:23:35",2,"",22,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,2,3,1,1,5,2,5,2,1,7,1,1,1,3,2,2,1,2,"2.333333333",5,1,5,1,5,5,5,2,1,5,1,5,3,1,3,3,1,1,3,4,4,"",2,3,4,2,3,3,3,3,3,3,3,"43112.85348",1,0,13,13,2,1,2.12,67,29,1.5013239402505874
1020,"12.01.2018","20:42:41",2,"",25,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,3,1,2,3,2,4,6,5,1,1,3,2,2,3,4,"2.5",2,2,4,4,2,2,3,3,2,4,5,1,1,1,4,4,1,1,2,4,3,"",2,3,4,3,3,4,3,3,3,3,3,"43112.8681",1,0,13,13,2,1,1.3,16,24,1.465080959263686
1023,"12.01.2018","21:22:27",2,"",23,1,3,NA,3,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,"1.333333333",5,1,5,1,5,3,5,3,4,2,2,4,2,1,5,3,1,1,2,4,3,"Süße Brüste von jungen Studentinnen! Ich bin wohl ein hoffnungsloser romantiker!",2,4,3,3,2,3,4,3,3,3,4,"43112.89472",1,0,13,13,0,0,1.83,42,25,1.4641379402685293
1024,"12.01.2018","21:38:10",2,"",24,1,2,1,NA,2,NA,1,"",7,"",1,"",276,1,5,1,1,1,1,5,4,1,5,1,3,1,1,3,1,4,1,"2.222222222",5,1,5,1,5,3,5,3,4,2,4,2,1,1,3,3,1,1,3,4,4,"Wirkung von Pornografie auf die Selbsteinschätzung ",2,3,4,3,3,3,4,3,4,4,3,"43112.90722",1,0,13,13,0,0,1.03,5,33,1.7343922313640723
